,Acres,Year built,Building sq.ft.
5374,3,1989,72601
5375,3,1989,72574
5376,3,1990,72548
5377,3,1981,72511
5378,3,1983,72496
5379,3,2019,72492
5380,3,1986,72480
5381,3,1998,72447
5382,3,2006,72436
5383,3,2000,72433
5384,3,1987,72425
5385,3,1988,72391
5386,3,2000,72346
5387,3,1990,72329
5388,3,2007,72322
5389,3,1973,72295
5390,3,1976,72287
5391,3,1977,72262
5392,3,1956,72250
5393,3,1981,72223
5394,3,1971,72220
5395,3,2001,72215
5396,3,1968,72211
5397,3,2005,72203
5398,3,1990,72191
5399,3,1991,72172
5401,3,1985,72167
5402,3,1974,72146
5403,3,1973,72143
5404,3,1987,72130
5405,3,1981,72121
5406,3,1984,72086
5407,3,2000,72047
5408,3,1925,71994
5409,3,2002,71935
5410,3,2003,71918
5411,3,2005,71906
5412,3,2021,71896
5413,3,1988,71885
5414,3,1964,71881
5415,3,1977,71863
5416,3,1973,71850
5417,3,1957,71808
5418,3,2003,71805
5419,3,1985,71772
5420,3,1963,71743
5421,3,1990,71739
5422,3,1987,71721
5423,3,1951,71662
5424,3,1991,71656
5425,3,1955,71636
5426,3,1996,71578
5427,3,1985,71567
5429,3,1979,71541
5430,3,1946,71516
5432,3,2000,71450
5433,3,2000,71414
5434,3,1980,71414
5435,3,2002,71390
5436,3,2008,71381
5438,3,2000,71370
5439,3,1998,71360
5440,3,2007,71257
5441,3,1986,71234
5442,3,1987,71219
5443,3,1987,71218
5444,3,2000,71182
5445,3,1984,71164
5446,3,1956,71140
5447,3,1985,71133
5448,3,2006,71120
5449,3,1982,71092
5450,3,2000,71072
5451,3,1941,71066
5452,3,1991,71064
5453,3,1997,71053
5454,3,1986,71029
5455,3,1951,71027
5456,3,2008,71014
5457,3,1987,71004
5458,3,2000,70991
5459,3,2020,70972
5460,3,1999,70947
5461,3,1979,70935
5462,3,1979,70879
5463,3,1986,70866
5464,3,1971,70831
5465,3,1973,70796
5466,2,1972,70767
5467,2,1979,70744
5468,2,2005,70723
5469,2,1978,70717
5470,2,2002,70690
5471,2,1985,70690
5472,2,1978,70689
5473,2,1981,70682
5474,2,1990,70651
5475,2,1997,70643
5476,2,2007,70628
5477,2,1958,70626
5478,2,2003,70621
5479,2,1989,70613
5480,2,1985,70612
5481,2,2008,70597
5482,2,1979,70590
5483,2,2008,70544
5484,2,2003,70512
5485,2,1987,70507
5486,2,1987,70504
5487,2,1979,70502
5488,2,1988,70481
5489,2,1990,70477
5490,2,1990,70455
5491,2,1983,70427
5492,2,1969,70427
5493,2,1956,70393
5494,2,1972,70378
5495,2,2001,70356
5496,2,1991,70301
5497,2,1980,70284
5498,2,1974,70278
5499,2,1961,70277
5500,2,1998,70273
5501,2,2003,70269
5502,2,1977,70261
5503,2,1959,70231
5504,2,1980,70208
5505,2,1975,70186
5506,2,1972,70175
5507,2,1961,70165
5508,2,1990,70150
5509,2,1986,70146
5510,2,1969,70142
5511,2,1949,70138
5512,2,2017,70122
5513,2,1975,70115
5514,2,1980,70096
5515,2,1964,70086
5516,2,1979,70080
5517,2,1971,70049
5518,2,1989,70031
5519,2,2001,70015
5520,2,1981,70004
5521,2,1985,70003
5522,2,1995,69991
5523,2,1969,69986
5524,2,1966,69964
5525,2,1958,69959
5526,2,1996,69893
5527,2,1985,69876
5528,2,2001,69821
5529,2,2002,69812
5530,2,1979,69802
5531,2,1952,69778
5532,2,1991,69752
5533,2,2001,69736
5534,2,1960,69694
5535,2,2007,69685
5536,2,1948,69676
5537,2,1958,69674
5538,2,1972,69664
5539,2,1987,69660
5540,2,2005,69630
5541,2,2008,69620
5542,2,1980,69616
5543,2,1989,69601
5544,2,1980,69585
5545,2,2004,69564
5546,2,2017,69554
5547,2,1953,69553
5548,2,2008,69531
5549,2,1971,69513
5550,2,2014,69510
5551,2,2017,69462
5552,2,1979,69384
5553,2,2002,69383
5554,2,1956,69278
5555,2,1972,69263
5556,2,1989,69212
5557,2,2003,69208
5558,2,1983,69181
5559,2,1979,69150
5560,2,1977,69145
5561,2,1977,69134
5562,2,1960,69112
5563,2,1997,69084
5564,2,1992,69077
5565,2,2006,69068
5566,2,1986,69063
5567,2,1977,69060
5568,2,1977,69043
5569,2,1992,69038
5570,2,1955,69031
5571,2,1953,69031
5572,2,1981,69012
5573,2,1986,68993
5574,2,1986,68981
5575,2,1998,68972
5576,2,2004,68937
5578,2,1980,68901
5580,2,1957,68817
5581,2,1960,68806
5582,2,1988,68798
5583,2,2005,68706
5584,2,1994,68647
5585,2,2004,68624
5586,2,1974,68585
5587,2,1998,68578
5588,2,1980,68576
5589,2,1990,68554
5590,2,1978,68534
5591,2,1980,68518
5592,2,2017,68510
5593,2,1986,68482
5594,2,2021,68470
5595,2,1999,68464
5596,2,1995,68430
5597,2,1971,68420
5598,2,1977,68404
5599,2,1986,68402
5600,2,1990,68393
5601,2,1999,68391
5602,2,2001,68374
5603,2,1978,68357
5604,2,1962,68349
5605,2,2008,68341
5606,2,1973,68330
5607,2,2018,68318
5608,2,1999,68312
5609,2,1970,68301
5610,2,2002,68300
5611,2,2016,68299
5612,2,1968,68255
5613,2,2007,68254
5614,2,1972,68252
5615,2,1987,68242
5616,2,1959,68155
5617,2,1959,68137
5618,2,1973,68113
5619,2,1981,68106
5620,2,1951,68091
5621,2,1980,68076
5622,2,1957,68063
5623,2,1957,68054
5624,2,2001,68049
5625,2,2017,68034
5626,2,2016,68019
5627,2,1975,68009
5628,2,1990,67987
5629,2,2020,67986
5630,2,1965,67974
5631,2,1987,67914
5632,2,1966,67909
5633,2,1984,67852
5634,2,2005,67842
5635,2,1979,67824
5636,2,1983,67810
5637,2,1923,67798
5638,2,1977,67796
5639,2,1987,67750
5640,2,2003,67714
5641,2,1977,67706
5642,2,2006,67689
5643,2,2007,67683
5644,2,2017,67663
5645,2,1961,67637
5646,2,1988,67634
5647,2,1990,67614
5648,2,1978,67607
5649,2,1970,67600
5650,2,2018,67590
5651,2,1985,67568
5652,2,2002,67567
5653,2,1967,67567
5654,2,1984,67567
5656,2,1985,67532
5657,2,1979,67511
5658,2,1981,67462
5659,2,1987,67435
5660,2,1954,67346
5661,2,2019,67343
5662,2,2006,67331
5663,2,2007,67322
5664,2,2009,67306
5665,2,2017,67278
5666,2,1985,67267
5667,2,2018,67232
5668,2,1984,67215
5669,2,1925,67172
5670,2,2002,67130
5671,2,1997,67106
5672,2,2001,67094
5673,2,2004,67069
5674,2,1988,67048
5675,2,1988,67033
5676,2,1992,67028
5677,2,1976,67026
5678,2,2019,67025
5679,2,1936,67011
5680,2,1978,66974
5681,2,1986,66924
5682,2,1972,66914
5683,2,1998,66902
5684,2,1977,66880
5685,2,2018,66880
5686,2,1951,66822
5687,2,1951,66789
5688,2,2005,66786
5689,2,1988,66767
5690,2,1986,66757
5691,2,1991,66684
5692,2,2007,66652
5693,2,1986,66642
5694,2,1963,66642
5695,2,1977,66626
5696,2,2017,66608
5697,2,1987,66588
5698,2,2014,66578
5699,2,1992,66558
5700,2,1957,66524
5701,2,2018,66502
5702,2,1973,66465
5703,2,1989,66464
5704,2,1974,66418
5706,2,1957,66393
5707,2,1975,66391
5708,2,2004,66377
5709,2,1956,66374
5710,2,1999,66364
5711,2,2007,66349
5712,2,1957,66343
5713,2,1977,66324
5714,2,2001,66297
5715,2,1985,66285
5716,2,2002,66269
5717,2,2001,66218
5718,2,2018,66208
5719,2,1998,66176
5720,2,2017,66171
5721,2,2015,66164
5722,2,1991,66158
5723,2,1967,66143
5724,2,2002,66135
5725,2,1976,66134
5726,2,1961,66117
5727,2,1988,66099
5728,2,1956,66066
5729,2,1986,66049
5730,2,1976,66036
5731,2,2018,66025
5732,2,1981,66024
5733,2,1971,66022
5734,2,1985,66017
5735,2,2004,66016
5736,2,1981,65999
5737,2,1974,65982
5738,2,1988,65935
5739,2,1986,65909
5740,2,1980,65877
5741,2,1939,65872
5742,2,2001,65864
5743,2,1979,65863
5744,2,1979,65838
5745,2,1973,65833
5746,2,2004,65809
5747,2,1946,65782
5748,2,1954,65771
5749,2,2002,65767
5750,2,1961,65757
5752,2,2002,65745
5753,2,1969,65742
5754,2,2001,65718
5755,2,2004,65694
5756,2,1989,65681
5757,2,1980,65675
5758,2,1986,65655
5759,2,1978,65612
5760,2,2022,65585
5761,2,1988,65573
5762,2,1987,65543
5763,2,1997,65541
5764,2,2011,65517
5766,2,2002,65508
5767,2,2001,65500
5769,2,1990,65479
5770,2,1975,65474
5771,2,1978,65472
5772,2,1991,65469
5773,2,1998,65461
5774,2,1980,65445
5775,2,1973,65442
5776,2,1987,65426
5777,2,1984,65399
5778,2,1971,65390
5779,2,2005,65362
5780,2,2020,65356
5781,2,2015,65350
5782,2,1989,65327
5783,2,1985,65306
5784,2,1996,65300
5785,2,1998,65283
5786,2,1990,65280
5787,2,1968,65274
5788,2,2021,65267
5789,2,1967,65253
5790,2,1980,65224
5791,2,1949,65216
5792,2,1990,65200
5793,2,1986,65174
5794,2,1982,65152
5795,2,2020,65145
5796,2,1990,65133
5797,2,1979,65065
5798,2,1990,65062
5799,2,1964,65026
5800,2,1947,65026
5801,2,1978,65005
5802,2,1972,65001
5803,2,1991,64982
5804,2,2003,64978
5805,2,2007,64964
5806,2,1983,64924
5807,2,1983,64908
5808,2,1999,64900
5809,2,1958,64899
5810,2,1991,64889
5811,2,1978,64850
5812,2,2001,64831
5813,2,1987,64830
5814,2,1980,64830
5815,2,1968,64827
5816,2,1991,64827
5817,2,1987,64795
5818,2,1978,64778
5819,2,2000,64755
5820,2,1960,64746
5821,2,1967,64728
5822,2,1987,64710
5823,2,2000,64663
5824,2,2021,64638
5825,2,2017,64633
5826,2,1981,64617
5827,2,1986,64614
5828,2,1973,64595
5829,2,1985,64581
5830,2,1987,64575
5831,2,1988,64568
5832,2,1979,64559
5833,2,1988,64525
5834,2,2015,64521
5835,2,1986,64516
5836,2,1988,64515
5837,2,1980,64514
5838,2,2000,64491
5839,2,2005,64487
5840,2,2014,64464
5841,2,1969,64410
5842,2,1956,64404
5843,2,1977,64400
5844,2,1997,64392
5845,2,1979,64388
5846,2,1954,64379
5847,2,1952,64364
5848,2,1975,64331
5849,2,1994,64320
5850,2,1977,64318
5851,2,1994,64315
5852,2,1969,64279
5853,2,2020,64278
5854,2,1987,64185
5855,2,1976,64170
5856,2,1966,64105
5857,2,2002,64074
5858,2,1987,64070
5859,2,2000,64048
5860,2,2008,64048
5861,2,1984,64043
5863,2,1986,63982
5864,2,1985,63976
5865,2,1972,63973
5866,2,1956,63970
5867,2,2005,63966
5868,2,2021,63964
5869,2,1973,63963
5870,2,1989,63962
5871,2,1963,63935
5872,2,1987,63891
5873,2,1979,63883
5874,2,1955,63871
5875,2,1985,63861
5876,2,1980,63815
5877,2,1984,63810
5878,2,1988,63810
5879,2,1987,63804
5880,2,1978,63746
5881,2,1984,63740
5882,2,1972,63734
5884,2,1990,63716
5885,2,2001,63708
5886,2,2003,63704
5887,2,2019,63665
5888,2,1984,63657
5889,2,1952,63642
5890,2,1956,63633
5892,2,1990,63615
5893,2,1981,63587
5894,2,2000,63563
5895,2,1981,63555
5896,2,2006,63542
5897,2,1949,63538
5898,2,1999,63523
5899,2,1973,63518
5900,2,2004,63515
5901,2,1983,63506
5902,2,1983,63484
5903,2,1986,63482
5904,2,1986,63442
5905,2,1986,63432
5906,2,1962,63429
5907,2,1976,63425
5908,2,2017,63402
5909,2,1985,63359
5910,2,2002,63355
5911,2,1987,63350
5912,2,1979,63347
5913,2,1989,63321
5914,2,1999,63302
5915,2,2002,63261
5916,2,1970,63247
5917,2,1974,63239
5918,2,1978,63205
5919,2,2012,63178
5920,2,2008,63171
5921,2,1979,63141
5922,2,2001,63132
5923,2,1972,63131
5924,2,1977,63106
5925,2,1979,63067
5926,2,1990,63034
5927,2,2007,63028
5928,2,2010,62988
5929,2,2007,62973
5930,2,2004,62962
5931,2,1986,62946
5932,2,1989,62943
5933,2,1978,62934
5934,2,1989,62933
5935,2,1979,62920
5936,2,2019,62887
5937,2,1999,62876
5938,2,1957,62872
5939,2,1979,62866
5940,2,1990,62861
5941,2,1968,62855
5943,2,1985,62820
5944,2,1983,62793
5945,2,1986,62789
5946,2,2003,62752
5947,2,2005,62727
5948,2,2019,62712
5949,2,1996,62658
5950,2,1980,62655
5951,2,1961,62653
5952,2,2016,62629
5953,2,2016,62598
5954,2,2021,62595
5955,2,1973,62575
5956,2,1947,62519
5957,2,1968,62511
5958,2,1998,62508
5959,2,1991,62503
5960,2,1977,62475
5961,2,1990,62436
5962,2,1979,62435
5963,2,1974,62434
5964,2,1982,62386
5965,2,1978,62379
5966,2,2008,62366
5967,2,1979,62349
5968,2,1986,62323
5969,2,1976,62309
5970,2,1992,62258
5971,2,2021,62242
5972,2,2017,62211
5973,2,1985,62152
5974,2,1988,62048
5975,2,1993,61993
5976,2,2017,61983
5977,2,1974,61963
5978,2,2007,61937
5979,2,2007,61911
5980,2,1989,61899
5981,2,1982,61875
5983,2,1980,61849
5984,2,1985,61835
5985,2,1977,61807
5986,2,2020,61782
5987,2,1990,61778
5988,2,1992,61778
5989,2,1989,61771
5990,2,1973,61771
5991,2,1987,61758
5992,2,1994,61697
5993,2,2008,61694
5994,2,1926,61676
5995,2,2004,61674
5996,2,1991,61648
5997,2,1981,61643
5998,2,1979,61640
5999,2,2003,61636
6000,2,2015,61631
6001,2,1977,61620
6002,2,1986,61617
6003,2,1969,61611
6004,2,1975,61606
6005,2,2017,61580
6006,2,2008,61571
6007,2,1988,61555
6008,2,2014,61554
6009,2,1981,61524
6010,2,1988,61520
6011,2,2015,61499
6012,2,1964,61467
6013,2,1974,61465
6014,2,1989,61457
6015,2,1987,61445
6016,2,1989,61434
6017,2,1984,61393
6018,2,1984,61386
6019,2,1980,61373
6020,2,1988,61362
6021,2,1979,61355
6022,2,1947,61354
6023,2,2002,61348
6024,2,1991,61332
6025,2,1981,61322
6026,2,1954,61322
6027,2,1964,61304
6028,2,1989,61298
6029,2,1972,61282
6030,2,2017,61279
6031,2,1985,61272
6032,2,2001,61266
6033,2,2020,61212
6034,2,1931,61198
6035,2,1982,61158
6037,2,1963,61133
6038,2,2002,61129
6039,2,1969,61117
6040,2,1989,61096
6042,2,2016,61034
6043,2,1979,61028
6044,2,1990,61018
6045,2,1975,60986
6046,2,1979,60946
6047,2,2008,60942
6048,2,1949,60937
6050,2,1974,60897
6051,2,2017,60887
6052,2,1962,60872
6053,2,1998,60843
6055,2,1989,60723
6056,2,1999,60722
6057,2,1973,60702
6058,2,2013,60678
6059,2,2008,60637
6061,2,2018,60556
6062,2,2013,60552
6063,2,1982,60522
6064,2,1957,60512
6065,2,1982,60499
6066,2,1985,60489
6067,2,1966,60480
6068,2,2004,60462
6069,2,1980,60424
6070,2,1990,60420
6071,2,1992,60408
6072,2,1985,60401
6073,2,2001,60389
6074,2,2002,60372
6075,2,2007,60301
6076,2,2019,60265
6077,2,2003,60261
6079,2,1964,60255
6080,2,1969,60252
6081,2,1990,60251
6082,2,1985,60243
6083,2,2004,60227
6084,2,2002,60217
6085,2,1989,60213
6086,2,1965,60206
6087,2,1998,60202
6088,2,2019,60199
6089,2,1964,60188
6090,2,2000,60092
6091,2,1959,60062
6092,2,1990,60050
6093,2,1988,60041
6094,2,2016,59966
6095,2,1977,59966
6096,2,1956,59935
6097,2,1973,59930
6098,2,1978,59917
6099,2,1990,59912
6100,2,1982,59896
6101,2,1999,59896
6102,2,1987,59894
6103,2,2021,59893
6104,2,1977,59889
6105,2,1987,59824
6106,2,1959,59804
6107,2,1990,59784
6108,2,2000,59733
6109,2,1955,59727
6110,2,1958,59727
6111,2,1989,59719
6112,2,1978,59712
6113,2,2000,59700
6114,2,1990,59677
6115,2,1987,59674
6116,2,1991,59670
6117,2,1990,59669
6118,2,2017,59661
6119,2,1985,59658
6120,2,1988,59613
6121,2,2003,59612
6122,2,2016,59601
6123,2,2018,59590
6124,2,1973,59590
6125,2,1965,59582
6126,2,2001,59571
6127,2,1988,59535
6128,2,1979,59533
6129,2,1988,59514
6130,2,1969,59512
6131,2,1978,59505
6132,2,1981,59493
6133,2,1979,59472
6134,2,1995,59466
6135,2,1999,59455
6136,2,2018,59420
6137,2,1977,59380
6138,2,1953,59374
6139,2,1979,59369
6140,2,2017,59355
6141,2,1989,59324
6142,2,1985,59321
6143,2,1970,59320
6144,2,1961,59318
6145,2,1967,59300
6146,2,2000,59293
6147,2,2001,59244
6148,2,1978,59240
6149,2,1978,59237
6150,2,1970,59191
6151,2,1990,59181
6152,2,1988,59154
6153,2,1968,59154
6154,2,1969,59136
6155,2,1972,59135
6156,2,1992,59128
6157,2,1988,59084
6158,2,1985,59081
6160,2,1978,59041
6161,2,2007,59026
6162,2,1973,59001
6163,2,1978,58997
6164,2,1980,58993
6165,2,2018,58992
6166,2,2014,58964
6167,2,1950,58964
6168,2,2003,58957
6169,2,1960,58951
6170,2,1977,58901
6171,2,1999,58864
6174,2,2017,58858
6175,2,1989,58821
6176,2,1988,58819
6177,2,1988,58805
6178,2,1989,58788
6179,2,2001,58787
6180,2,2003,58787
6181,2,1977,58784
6182,2,1926,58777
6183,2,2014,58777
6184,2,1990,58768
6185,2,1973,58757
6186,2,1988,58751
6187,2,1981,58727
6188,2,1960,58720
6189,2,1988,58705
6190,2,2021,58665
6191,2,1970,58662
6192,2,2020,58653
6193,2,1998,58651
6194,2,1987,58581
6195,2,1995,58570
6196,2,1963,58552
6197,2,2002,58531
6198,2,1999,58530
6199,2,2000,58512
6200,2,1946,58496
6201,2,1986,58486
6202,2,1947,58480
6203,2,2003,58479
6204,2,1960,58479
6205,2,2007,58462
6206,2,1970,58437
6207,2,1964,58416
6208,2,1981,58412
6209,2,1961,58410
6210,2,1989,58408
6211,2,1969,58403
6212,2,2007,58401
6213,2,1999,58401
6214,2,1981,58393
6215,2,1985,58386
6216,2,1989,58358
6217,2,2017,58341
6218,2,1999,58328
6219,2,2017,58306
6220,2,1988,58305
6221,2,1974,58304
6222,2,1970,58295
6223,2,1989,58275
6224,2,1959,58261
6225,2,1989,58240
6226,2,1987,58240
6227,2,2000,58231
6228,2,1990,58225
6229,2,1979,58221
6230,2,1979,58205
6231,2,1969,58194
6232,2,1988,58189
6233,2,1940,58158
6234,2,2021,58157
6235,2,1968,58152
6236,2,1990,58139
6237,2,1961,58110
6238,2,1972,58106
6239,2,1952,58101
6240,2,2000,58079
6241,2,1968,58077
6242,2,1990,58076
6243,2,1999,58061
6244,2,2006,58050
6245,2,2016,58008
6246,2,1976,58008
6247,2,2005,58006
6248,2,1962,58004
6249,2,2020,57977
6250,2,1985,57968
6251,2,1960,57960
6252,2,1989,57947
6253,2,1963,57936
6254,2,1991,57917
6255,2,1981,57909
6256,2,1975,57889
6257,2,2008,57875
6258,2,1956,57857
6259,2,1987,57813
6260,2,1997,57796
6261,2,1987,57789
6262,2,1979,57788
6263,2,2016,57782
6264,2,2011,57780
6265,2,1952,57728
6266,2,1980,57728
6267,2,2002,57724
6268,2,1969,57710
6269,2,2008,57681
6270,2,1979,57662
6271,2,1987,57649
6272,2,1988,57639
6273,2,1987,57637
6274,2,1998,57625
6275,2,2019,57594
6276,2,1962,57578
6277,2,1981,57574
6278,2,2018,57562
6279,2,1980,57549
6280,2,1980,57549
6281,2,2002,57546
6282,2,1955,57520
6283,2,1978,57504
6284,2,1961,57480
6285,2,1967,57472
6286,2,1955,57418
6287,2,1997,57408
6288,2,1978,57395
6289,2,2020,57387
6290,2,2003,57384
6291,2,2005,57367
6292,2,1991,57346
6293,2,1956,57346
6294,2,1988,57341
6295,2,1985,57331
6296,2,1985,57328
6297,2,1986,57309
6298,2,1989,57306
6299,2,1981,57290
6300,2,1975,57280
6301,2,1969,57279
6302,2,1991,57272
6303,2,1984,57271
6304,2,1998,57267
6305,2,2020,57266
6306,2,2006,57248
6307,2,1989,57240
6308,2,1981,57239
6309,2,1984,57232
6310,2,1999,57229
6311,2,1990,57229
6312,2,1978,57217
6313,2,1981,57201
6314,2,1984,57200
6315,2,2005,57193
6316,2,1987,57180
6317,2,2018,57180
6318,2,1952,57178
6319,2,1985,57154
6320,2,2001,57147
6321,2,2013,57140
6322,2,1978,57137
6323,2,2018,57124
6324,2,1974,57123
6325,2,1997,57113
6326,2,1960,57094
6327,2,1926,57092
6328,2,1990,57090
6329,2,1988,57074
6330,2,1975,57062
6331,2,1976,57034
6332,2,1991,57030
6333,2,1989,57015
6334,2,1978,57010
6335,2,1988,56992
6336,2,1980,56990
6337,2,1981,56982
6338,2,1975,56981
6339,2,1989,56973
6340,2,1998,56972
6341,2,1985,56949
6342,2,1961,56935
6343,2,2003,56930
6344,2,1989,56908
6345,2,2012,56888
6346,2,1955,56874
6347,2,1993,56848
6348,2,1985,56848
6349,2,1993,56847
6350,2,1969,56808
6351,2,2006,56792
6352,2,1962,56773
6353,2,1985,56770
6354,2,1985,56763
6355,2,1960,56762
6356,2,1964,56758
6357,2,1968,56753
6358,2,2017,56745
6359,2,1999,56745
6360,2,1977,56732
6361,2,1971,56693
6362,2,2003,56689
6364,2,1974,56649
6365,2,1950,56618
6366,2,2006,56594
6367,2,2004,56592
6368,2,2020,56579
6369,2,1986,56578
6370,2,1995,56569
6371,2,1958,56567
6372,2,1983,56564
6373,2,1964,56556
6374,2,1980,56538
6375,2,1975,56526
6376,2,1989,56525
6379,2,2001,56501
6380,2,1976,56478
6381,2,2003,56457
6382,2,1975,56456
6383,2,1948,56438
6384,2,1980,56402
6385,2,2001,56393
6386,2,1977,56390
6387,2,1987,56373
6388,2,1984,56358
6389,2,1989,56357
6390,2,1989,56355
6391,2,1978,56331
6392,2,2008,56315
6393,2,1966,56310
6394,2,1998,56280
6396,2,1999,56275
6397,2,1988,56270
6398,2,1982,56250
6399,2,2007,56217
6400,2,2019,56216
6401,2,1970,56213
6402,2,1957,56211
6403,2,1981,56200
6404,2,1982,56182
6405,2,1976,56180
6406,2,2004,56169
6407,2,1978,56157
6408,2,1994,56130
6409,2,1997,56118
6410,2,1978,56117
6411,2,1989,56112
6412,2,1981,56108
6413,2,1921,56102
6414,2,1988,56100
6415,2,2007,56079
6416,2,2007,56064
6417,2,1984,56058
6418,2,2019,56043
6419,2,1965,56038
6420,2,1986,56007
6421,2,2017,56005
6422,2,1960,55994
6423,2,1982,55986
6424,2,1997,55985
6425,2,2001,55975
6426,2,1999,55958
6427,2,2013,55935
6428,2,1986,55922
6429,2,1962,55906
6430,2,1947,55904
6431,2,2017,55900
6432,2,2002,55890
6433,2,1973,55883
6434,2,2021,55849
6435,2,1974,55848
6436,2,1951,55812
6437,2,1989,55810
6439,2,1922,55784
6440,2,1976,55767
6441,2,2009,55742
6442,2,1987,55728
6443,2,1998,55727
6444,2,1979,55710
6445,2,1965,55674
6446,2,1990,55658
6447,2,1984,55657
6448,2,1999,55642
6449,2,1968,55621
6450,2,2015,55618
6451,2,1988,55605
6452,2,2021,55600
6453,2,2004,55586
6454,2,1986,55569
6455,2,1975,55535
6456,2,1967,55533
6457,2,1986,55528
6458,2,1990,55510
6459,2,2009,55509
6460,2,1974,55486
6461,2,1997,55454
6462,2,1934,55434
6463,2,1992,55421
6464,2,1974,55419
6465,2,1956,55402
6466,2,2003,55401
6467,2,1979,55384
6468,2,1955,55382
6469,2,1985,55375
6470,2,2017,55358
6471,2,1984,55353
6472,2,2009,55351
6473,2,1989,55341
6474,2,2016,55299
6475,2,1982,55287
6476,2,2017,55277
6477,2,1999,55273
6478,2,1980,55268
6479,2,2003,55249
6480,2,1989,55248
6481,2,1962,55231
6482,2,1954,55230
6483,2,2007,55186
6484,2,1999,55183
6485,2,1999,55181
6486,2,1990,55172
6487,2,1981,55167
6488,2,1952,55153
6489,2,2000,55102
6491,2,1982,55089
6492,2,1978,55081
6493,2,1978,55080
6494,2,1962,55077
6495,2,2014,55062
6496,2,1970,55021
6497,2,1999,55016
6498,2,1930,55016
6499,2,1969,55012
6501,2,1964,54985
6502,2,2017,54930
6503,2,2000,54908
6504,2,1969,54906
6505,2,1965,54885
6506,2,1981,54883
6507,2,1987,54870
6508,2,1973,54867
6509,2,1986,54838
6510,2,1936,54835
6511,2,1990,54821
6512,2,1973,54806
6513,2,2007,54773
6514,2,1984,54728
6515,2,2019,54653
6516,2,1971,54652
6517,2,1998,54635
6518,2,1999,54634
6519,2,1946,54630
6520,2,1998,54622
6521,2,1990,54617
6522,2,1990,54616
6523,2,2008,54598
6524,2,1950,54570
6525,2,2002,54561
6526,2,2017,54549
6528,2,1987,54543
6529,2,1997,54521
6530,2,1987,54505
6531,2,1978,54501
6532,2,2003,54497
6533,2,2020,54449
6534,2,1962,54443
6535,2,1986,54441
6536,2,1986,54408
6537,2,1973,54389
6538,2,1930,54379
6539,2,1989,54328
6540,2,1977,54324
6541,2,1950,54314
6542,2,2003,54312
6543,2,1999,54290
6545,2,1990,54285
6546,2,1979,54284
6547,2,1981,54270
6548,2,1955,54247
6549,2,1974,54188
6551,2,1957,54182
6552,2,1989,54152
6553,2,2002,54135
6554,2,2002,54119
6555,2,1989,54112
6556,2,1987,54097
6557,2,1939,54094
6558,2,1998,54076
6559,2,2003,54071
6560,2,1990,54045
6561,2,2002,54029
6562,2,1995,54019
6563,2,2002,54016
6564,2,1978,54014
6565,2,1988,53995
6566,2,1986,53991
6567,2,1989,53986
6568,2,1987,53982
6569,2,2005,53980
6570,2,1989,53969
6571,2,1942,53969
6572,2,1999,53968
6574,2,2009,53934
6575,2,1987,53913
6577,2,2002,53898
6578,2,2000,53897
6579,2,1989,53894
6580,2,1963,53883
6581,2,2009,53832
6582,2,2002,53828
6583,2,1978,53811
6584,2,1988,53777
6586,2,1991,53754
6587,2,2001,53753
6588,2,1974,53745
6589,2,1980,53740
6590,2,1969,53690
6591,2,1983,53654
6592,2,1990,53634
6593,2,1972,53632
6594,2,1964,53632
6595,2,1980,53629
6596,2,2001,53616
6597,2,1980,53589
6598,2,1970,53546
6599,2,1999,53538
6600,2,1988,53504
6601,2,1987,53498
6602,2,1962,53459
6603,2,2000,53431
6604,2,1959,53423
6605,2,2011,53408
6606,2,2007,53403
6607,2,2006,53386
6608,2,1970,53381
6609,2,1980,53374
6610,2,1986,53373
6612,2,2005,53345
6613,2,1973,53343
6614,2,2001,53341
6615,2,2001,53341
6616,2,1986,53313
6617,2,2000,53304
6618,2,1975,53300
6619,2,2004,53287
6620,2,1984,53286
6621,2,1987,53264
6622,2,1954,53260
6623,2,2005,53237
6624,2,2004,53234
6625,2,1954,53225
6626,2,1987,53218
6627,2,1973,53203
6628,2,1965,53197
6629,2,1980,53168
6630,2,1967,53151
6631,2,2016,53149
6632,2,1987,53144
6633,2,1987,53120
6634,2,1974,53116
6635,2,1940,53112
6636,2,1973,53098
6637,2,1962,53094
6638,2,1982,53082
6639,2,1979,53068
6640,2,1990,53066
6641,2,1991,53057
6642,2,1967,53039
6643,2,1986,53035
6644,2,1987,53013
6645,2,2000,53009
6646,2,1988,53005
6647,2,2001,52982
6648,2,1988,52963
6649,2,2000,52961
6650,2,1977,52947
6651,2,1968,52940
6652,2,1999,52934
6653,2,2008,52911
6654,2,1986,52894
6655,2,1988,52890
6656,2,1998,52878
6657,2,1979,52861
6658,2,1990,52855
6659,2,1968,52849
6660,2,2015,52845
6661,2,1959,52845
6662,2,1989,52823
6663,2,1973,52811
6664,2,2013,52802
6665,2,1969,52796
6666,2,1945,52753
6667,2,2010,52704
6668,2,1985,52695
6670,2,1991,52656
6671,2,1971,52630
6672,2,1979,52595
6673,2,2017,52580
6674,2,1990,52561
6675,2,2000,52549
6676,2,1979,52543
6677,2,1974,52530
6678,2,1962,52522
6679,2,2015,52484
6680,2,1980,52482
6681,2,2005,52473
6682,2,1959,52467
6683,2,1990,52452
6684,2,1952,52448
