,Acres,Year built,Building sq.ft.
2721,5,2017,154326
2722,5,2006,154182
2723,5,1972,154025
2724,5,1983,153927
2725,5,1999,153880
2726,5,1968,153849
2727,5,2004,153792
2728,5,1988,153790
2729,5,1972,153748
2730,5,2015,153745
2731,5,1950,153722
2732,5,2001,153718
2733,5,1986,153564
2734,5,2017,153485
2735,5,1989,153394
2736,5,1998,153379
2737,5,1992,153329
2738,5,1978,153261
2739,5,2018,153194
2740,5,1997,153193
2741,5,1971,153177
2742,5,1973,153116
2743,5,1991,153056
2744,5,1999,152997
2745,5,1988,152995
2746,5,2017,152930
2747,5,1976,152838
2748,5,1977,152721
2749,5,1965,152573
2750,5,2021,152370
2751,5,1979,152296
2752,5,1972,152270
2753,5,1974,152228
2754,5,2007,152132
2755,5,2003,152088
2756,5,1949,152055
2757,5,1925,152037
2758,5,2005,151836
2759,5,1990,151752
2760,5,2006,151734
2761,5,1985,151637
2762,5,2021,151612
2763,5,1978,151608
2764,5,1996,151543
2765,5,2019,151534
2766,5,1993,151487
2767,5,2003,151289
2768,5,2002,151192
2769,5,2019,151176
2770,5,2017,151120
2771,5,2020,151096
2772,5,2000,151087
2773,5,2015,150981
2774,5,1989,150917
2775,5,1972,150902
2776,5,1998,150769
2777,5,1999,150734
2778,5,1977,150626
2779,5,2015,150602
2780,5,1985,150549
2781,5,2018,150544
2782,5,1997,150460
2783,5,2018,150367
2784,5,1999,150291
2785,5,1990,150261
2786,5,1990,150235
2787,5,1967,150146
2788,5,1985,150075
2789,5,2010,150032
2790,5,1993,150003
2791,5,2002,149992
2792,5,2008,149947
2793,5,2005,149904
2794,5,2019,149846
2795,5,1998,149781
2796,5,2004,149757
2797,5,1989,149655
2798,5,2005,149453
2799,5,1973,149423
2800,5,1975,149400
2801,5,2014,149340
2802,5,1957,149088
2803,5,2020,149068
2804,5,2003,149047
2805,5,2020,148978
2806,5,2011,148975
2807,5,2006,148958
2808,5,2000,148941
2809,5,1998,148939
2810,5,1986,148927
2811,5,1979,148905
2812,5,2012,148871
2813,5,2003,148852
2814,5,1979,148747
2815,5,1984,148714
2816,5,1995,148610
2817,5,1989,148570
2818,5,2007,148506
2819,5,2017,148491
2820,5,1987,148455
2821,5,1999,148392
2822,5,1948,148327
2823,5,1969,148296
2824,5,1980,148274
2825,5,2009,148273
2826,5,1992,148263
2827,5,1972,148258
2828,5,1986,148204
2829,5,1969,148177
2830,5,2015,148056
2831,5,2007,148056
2832,5,1969,148034
2834,5,1984,147843
2835,5,1985,147822
2836,5,2003,147783
2837,5,1983,147781
2838,5,2005,147780
2839,5,1982,147731
2840,5,1970,147595
2841,5,1970,147501
2842,5,1971,147475
2843,5,2000,147349
2844,5,2013,147312
2845,5,2019,147217
2846,5,2000,147053
2847,5,2001,147025
2848,5,1975,146814
2849,5,2008,146806
2850,5,2002,146760
2851,5,1988,146735
2852,5,2020,146706
2853,5,1990,146701
2854,5,1990,146683
2855,5,1990,146435
2856,5,1999,146408
2857,5,2007,146400
2858,5,1974,146362
2859,5,1979,146332
2860,5,2020,146282
2861,5,1991,146222
2862,5,2004,146175
2863,5,2003,146160
2864,5,2003,146124
2865,5,1971,146096
2866,5,1987,146079
2867,5,1994,146055
2868,5,2017,146040
2869,5,1981,145963
2870,5,1982,145936
2871,5,1985,145922
2872,5,1988,145907
2873,5,2021,145797
2874,5,2007,145762
2875,5,1976,145747
2876,5,2007,145714
2877,5,2001,145694
2878,5,1968,145677
2879,5,1971,145670
2880,5,2001,145666
2881,5,2003,145664
2882,5,2021,145662
2883,5,1973,145646
2884,5,2005,145532
2886,5,1973,145448
2887,5,1951,145446
2888,5,2008,145440
2889,5,1966,145367
2890,5,2006,145358
2891,5,1999,145316
2892,5,1967,145314
2894,5,1985,145229
2896,5,2021,145138
2897,5,1992,145136
2898,5,2013,145117
2899,5,1988,145107
2900,5,2014,145087
2901,5,1991,145063
2902,5,1953,145021
2903,5,2002,145018
2904,5,2009,145007
2905,5,1963,144932
2907,5,2003,144910
2908,5,1953,144898
2910,5,2021,144804
2911,5,1979,144789
2912,5,1998,144709
2913,5,2015,144655
2914,5,1981,144608
2915,5,1971,144606
2916,5,1990,144600
2917,5,1990,144490
2918,5,2005,144488
2919,5,2014,144454
2920,5,2000,144450
2921,5,2021,144396
2922,5,1974,144350
2923,5,1988,144342
2924,5,1985,144213
2925,5,2007,144162
2926,5,2015,144144
2927,5,2016,144136
2928,5,1989,144036
2929,5,2001,143938
2930,5,2004,143937
2931,5,1994,143927
2932,5,1956,143824
2933,5,1987,143821
2934,5,2000,143798
2935,5,1977,143686
2936,5,2006,143620
2937,5,1988,143583
2938,5,1989,143572
2940,5,1991,143522
2941,5,1992,143509
2942,5,2015,143466
2943,5,1968,143406
2944,5,1989,143393
2945,5,1968,143381
2946,5,1958,143333
2947,5,1999,143330
2948,5,1970,143318
2949,5,2007,143287
2950,5,2005,143273
2951,5,2000,143138
2952,5,1989,143099
2953,5,1987,143098
2954,5,1989,143088
2955,5,1959,143062
2956,5,2000,143001
2957,5,1974,142996
2958,5,2004,142772
2959,5,1999,142748
2960,5,2001,142702
2961,5,1999,142700
2962,5,1992,142635
2963,5,1973,142582
2964,5,2006,142490
2965,5,2014,142484
2966,5,1999,142467
2967,5,1970,142296
2968,5,1956,142291
2969,5,2000,142211
2970,5,1980,142156
2971,5,1986,142105
2972,5,2008,142074
2973,5,1974,142063
2974,5,2019,142053
2975,5,2006,142005
2976,5,1973,141960
2977,5,1980,141939
2978,5,2005,141910
2979,5,2003,141908
2980,5,2020,141903
2981,5,1973,141875
2982,5,2019,141858
2983,5,1995,141826
2984,5,1990,141794
2985,5,1966,141792
2986,5,2000,141767
2987,5,1990,141685
2988,5,1972,141677
2989,5,1984,141668
2990,5,1973,141657
2991,5,2021,141626
2992,5,2020,141606
2993,5,2017,141604
2994,5,2000,141592
2995,5,1990,141577
2996,5,1957,141576
2998,5,1995,141565
2999,5,1989,141563
3000,5,1980,141555
3001,5,1988,141546
3002,5,1981,141523
3003,5,1987,141522
3004,5,1989,141510
3005,5,1997,141487
3006,5,1988,141485
3007,5,1990,141480
3008,5,1993,141433
3009,5,1978,141375
3010,5,1978,141344
3011,5,1998,141341
3012,5,1983,141288
3013,5,2000,141277
3014,5,2009,141276
3015,5,1980,141260
3016,5,2001,141251
3017,5,1976,141239
3018,5,1981,141221
3019,5,1978,141220
3020,5,1975,141163
3021,5,1948,141152
3022,5,1989,141119
3023,5,2017,141112
3024,5,1980,141080
3025,5,1987,141076
3026,5,1968,141022
3027,5,1990,141022
3028,5,2003,140976
3029,5,1966,140960
3030,5,1997,140941
3031,5,2015,140920
3032,5,2003,140889
3033,5,1998,140857
3034,5,1982,140812
3035,5,1998,140761
3036,5,2004,140689
3037,5,2003,140688
3038,5,2001,140675
3039,5,2001,140661
3040,5,1977,140575
3041,5,1996,140542
3042,5,2006,140511
3043,5,1979,140480
3044,5,1966,140422
3045,5,1988,140396
3046,5,1978,140381
3047,5,1949,140378
3048,5,1994,140369
3049,5,1987,140362
3050,5,1999,140337
3051,5,1980,140315
3052,5,1982,140273
3053,5,1979,140222
3054,5,2016,140219
3055,5,1999,140160
3056,5,1977,140156
3057,5,1985,140134
3058,5,1986,140067
3059,5,2005,140060
3060,5,2002,140023
3061,5,1989,140008
3062,5,1987,139982
3063,5,1983,139976
3064,5,1949,139969
3065,5,1957,139899
3066,5,1950,139889
3067,5,1953,139758
3068,5,1977,139697
3069,5,1950,139696
3070,5,1989,139664
3071,5,2001,139651
3072,5,1987,139604
3073,5,2015,139566
3074,5,2009,139474
3075,5,2000,139276
3076,5,1961,139252
3077,5,1975,139229
3078,5,1990,139220
3079,5,2019,139210
3080,5,1950,139059
3081,5,1960,139035
3082,5,1959,139001
3084,5,2008,138870
3085,5,2006,138834
3086,5,1989,138828
3087,5,2019,138809
3088,5,1996,138706
3089,5,1956,138695
3090,5,2019,138648
3091,5,2005,138636
3092,5,1999,138598
3093,5,1994,138597
3094,5,2006,138541
3095,5,1946,138520
3096,5,2021,138510
3097,5,1991,138509
3098,5,1988,138486
3099,5,1983,138454
3101,5,1972,138441
3102,5,1986,138430
3103,5,2022,138428
3104,5,1989,138392
3105,5,2005,138314
3106,5,1977,138286
3107,5,1978,138276
3108,5,1966,138268
3109,5,2018,138233
3110,5,1982,138160
3111,5,1990,138144
3112,5,2000,138138
3114,5,1987,138053
3115,5,1974,138026
3116,5,1985,138019
3117,5,2000,138004
3118,5,2009,137990
3119,5,2018,137961
3120,5,1956,137855
3121,5,2014,137805
3122,5,1991,137799
3123,5,1970,137791
3124,5,1956,137760
3125,5,1985,137757
3126,5,2021,137756
3127,5,1987,137742
3128,5,2014,137728
3129,5,1982,137635
3130,5,1971,137632
3131,5,1999,137531
3132,5,2012,137505
3133,5,1985,137496
3134,5,1989,137327
3135,5,1980,137321
3136,5,2005,137318
3138,5,1997,137270
3139,5,2008,137268
3140,5,1963,137256
3141,5,1982,137190
3142,5,1985,137157
3143,5,2008,137147
3144,5,1986,137074
3145,5,1965,137059
3146,5,1986,137052
3147,5,2019,136920
3148,5,1995,136919
3149,5,1979,136766
3150,5,1987,136612
3151,5,1999,136513
3152,5,1976,136477
3153,5,2021,136427
3154,5,1957,136330
3155,5,1977,136326
3156,5,1986,136323
3157,5,1920,136300
3158,5,1985,136288
3159,5,1989,136205
3160,5,1932,136173
3162,5,1991,136083
3163,5,2021,136068
3164,5,2019,136066
3165,5,1947,136060
3166,5,1966,135874
3167,5,2001,135865
3168,5,1982,135849
3169,5,1953,135812
3170,5,1981,135748
3171,5,2006,135694
3172,5,1984,135629
3173,5,1980,135597
3174,5,2021,135525
3175,5,2012,135490
3176,5,1969,135490
3177,5,2000,135490
3178,5,1991,135449
3179,5,2003,135393
3180,5,1974,135389
3181,5,1966,135362
3182,5,2008,135350
3183,5,1988,135323
3184,5,1988,135258
3185,5,1997,135256
3186,5,2003,135246
3187,5,2006,135245
3188,5,1988,135232
3189,5,1967,135198
3190,5,1979,135198
3191,5,1984,135181
3192,5,1925,135177
3193,5,2020,135158
3194,5,2007,135158
3195,5,1976,135152
3196,5,1973,135145
3197,5,1987,135138
3198,5,1989,135126
3199,5,1982,135125
3200,5,1981,135119
3201,5,1959,135095
3202,5,1970,135092
3203,5,1982,135080
3204,5,1988,135073
3205,5,2018,135066
3206,5,1989,135020
3207,5,1956,135003
3208,5,2005,134991
3209,5,2003,134967
3210,5,2002,134924
3211,5,2007,134862
3212,5,1971,134816
3213,5,2020,134814
3214,5,1990,134807
3215,5,1998,134794
3217,5,1999,134753
3218,5,2002,134728
3219,5,1983,134708
3220,5,2020,134696
3221,5,1999,134688
3222,5,2005,134685
3223,5,1982,134678
3224,5,1977,134660
3225,5,1981,134646
3226,5,1990,134640
3227,5,1980,134619
3228,5,1981,134608
3229,5,1991,134608
3230,5,1970,134603
3231,5,1988,134601
3232,5,1990,134585
3233,5,1992,134580
3234,5,2000,134573
3235,5,1988,134553
3236,5,1972,134531
3237,5,1987,134528
3238,5,1990,134511
3239,5,1985,134510
3240,5,2018,134474
3241,5,2018,134466
3242,5,2020,134448
3244,5,1988,134412
3245,5,2003,134395
3246,5,1989,134341
3247,5,1965,134339
3248,5,1978,134314
3249,5,1990,134297
3250,5,1964,134287
3251,5,1992,134284
3252,5,2017,134263
3253,5,1989,134218
3254,5,1998,134112
3255,5,1960,134083
3256,5,2018,134065
3257,5,1964,134025
3258,5,1989,134009
3259,5,2018,133991
3260,5,1946,133980
3261,5,2005,133976
3262,5,1968,133972
3264,5,1987,133948
3265,5,1999,133941
3266,5,2018,133928
3267,5,1978,133895
3268,5,1977,133888
3269,5,1983,133855
3270,5,1988,133840
3272,5,1983,133829
3273,5,1988,133809
3274,5,1987,133801
3275,5,2009,133767
3276,5,1986,133739
3277,5,1984,133716
3278,5,2019,133691
3279,5,1990,133656
3280,5,1991,133647
3281,5,1985,133642
3282,5,2021,133633
3283,5,1999,133596
3284,5,2000,133581
3285,5,1997,133572
3286,5,1992,133540
3287,5,1980,133476
3288,5,1979,133442
3289,5,1954,133433
3290,5,1991,133419
3292,5,1987,133359
3293,5,2001,133338
3294,5,1989,133337
3295,5,1979,133329
3296,5,1990,133287
3297,5,2001,133263
3298,5,1986,133247
3299,5,1980,133241
3300,5,1964,133224
3301,5,1939,133162
3302,5,1992,133123
3303,5,1985,133104
3304,5,2020,133099
3305,5,2000,133056
3306,5,1984,133021
3307,5,1989,132982
3308,5,1991,132964
3309,5,1994,132945
3310,5,2019,132891
3311,5,1989,132882
3312,5,2017,132878
3313,5,1989,132845
3314,5,1980,132790
3315,5,1992,132770
3316,5,1966,132759
3317,5,2000,132753
3318,5,1990,132724
3319,5,1991,132658
3320,5,1992,132654
3321,5,1979,132653
3322,5,1999,132647
3323,5,1999,132632
3324,5,1968,132628
3325,5,1982,132627
3326,5,2022,132626
3327,5,2003,132580
3328,5,2002,132554
3329,5,2008,132510
3330,5,2001,132497
3331,5,2019,132458
3332,5,1927,132440
3333,5,2001,132436
3334,5,2007,132424
3335,5,1988,132423
3336,5,1990,132420
3337,5,2001,132412
3338,5,1961,132406
3339,5,2006,132355
3340,5,1991,132346
3341,5,1990,132326
3342,5,1973,132307
3343,5,1999,132303
3344,5,2017,132299
3345,5,2019,132294
3346,5,1985,132272
3347,5,2005,132266
3348,5,1997,132259
3349,5,1983,132240
3350,5,1975,132227
3351,5,2003,132223
3352,5,2002,132220
3353,5,1975,132209
3354,5,1969,132206
3356,5,1988,132197
3357,5,2007,132172
3358,5,1994,132130
3359,5,1987,132127
3360,5,1980,132127
3361,5,2009,132124
3362,5,1992,132121
3363,5,1992,132117
3364,5,1980,132112
3365,5,1979,132110
3366,5,2020,132105
3367,5,1970,132099
3368,5,1987,132095
3369,5,1989,132084
3370,5,1983,132057
3371,5,2014,132035
3372,5,2005,131986
3373,5,1980,131958
3374,5,1967,131945
3375,5,1993,131934
3376,5,1974,131928
3377,5,1988,131844
3378,5,2014,131823
3379,5,2010,131813
3380,5,1988,131764
3381,5,1984,131739
3382,5,1956,131662
3383,5,1974,131644
3384,5,1979,131637
3385,5,1989,131613
3386,5,1971,131612
3387,5,1966,131555
3388,5,1991,131554
3389,5,1983,131550
3390,5,1990,131418
3391,5,1988,131400
3392,5,1990,131345
3393,5,1984,131340
3394,5,1999,131330
3395,5,1979,131295
3396,5,1990,131232
3397,5,1978,131216
3398,5,1966,131205
3399,5,1982,131094
3400,5,2020,131077
3401,5,1982,130998
3402,5,1999,130979
3403,5,2020,130973
3404,5,1984,130921
3405,5,1984,130902
3406,5,1988,130882
3407,5,2005,130845
3408,5,1989,130842
3410,5,2019,130818
3411,5,1993,130802
3412,5,1969,130796
3413,5,2020,130743
3414,5,1983,130740
3415,5,2019,130704
3416,5,2005,130698
3417,5,1999,130685
3418,5,1988,130616
3419,5,2008,130596
3420,5,1978,130590
3421,5,1965,130566
3422,5,1970,130539
3423,5,1982,130447
3424,5,2003,130430
3425,5,2013,130423
3427,5,1999,130394
3428,5,2002,130356
3430,5,2007,130305
3432,5,1976,130234
3433,5,1959,130123
3434,5,1990,130122
3435,5,1966,130058
3436,5,1989,130056
3437,5,1963,130014
3438,5,2008,130008
3439,5,1975,130008
3440,5,2003,130004
3441,5,1995,130003
3442,5,2008,129991
3443,5,1985,129962
3444,5,1977,129893
3445,5,2013,129866
3446,5,1966,129855
3447,5,1970,129850
3448,5,1987,129790
3449,5,1972,129787
3450,5,1964,129702
3451,5,2006,129588
3452,5,2019,129569
3453,5,2001,129520
3454,5,2003,129460
3455,5,1985,129414
3456,5,1978,129357
3457,5,2004,129285
3458,5,1997,129162
3459,5,1987,129077
3460,5,2021,129056
3461,5,1984,129032
3462,5,1977,129032
3463,5,1975,129031
3464,5,2004,129006
3465,5,1966,129005
3466,5,2007,128974
3467,5,1962,128953
3468,5,1993,128864
3469,5,1997,128816
3470,5,1974,128782
3471,5,1988,128758
3472,5,2007,128748
3473,5,1981,128739
3474,5,1976,128730
3475,5,2000,128730
3476,5,1984,128715
3477,5,1984,128715
3478,5,1985,128707
3479,5,2017,128700
3480,5,2017,128700
3481,5,2002,128652
3482,5,1980,128593
3483,5,2003,128589
3485,5,1981,128530
3486,5,1985,128519
3487,5,1978,128496
3489,5,1963,128470
3491,5,1991,128420
3492,5,2021,128348
3493,5,2007,128292
3494,5,1984,128284
3495,5,1968,128277
3496,5,1985,128245
3497,5,2019,128186
3498,5,2004,128179
3499,5,1971,128160
3500,5,1998,128151
3501,5,2005,128151
3502,5,2017,128141
3503,5,1965,128114
3504,5,1998,128023
3505,5,1996,128016
3506,5,1971,128000
3507,5,2015,127834
3508,5,1950,127737
3509,5,1990,127729
3511,5,1979,127713
3512,5,1986,127628
3513,5,2002,127627
3514,5,1991,127616
3515,5,2001,127597
3516,5,1979,127590
3517,5,1972,127586
3518,5,1941,127582
3519,5,1970,127535
3521,5,2006,127502
3522,5,1963,127486
3523,5,1969,127482
3524,5,1986,127454
3525,4,2017,127408
3526,4,1997,127318
3527,4,1992,127221
3528,4,2019,127194
3529,4,1987,127192
3530,4,1981,127146
3531,4,1973,127056
3532,4,2003,126957
3533,4,1959,126935
3534,4,1986,126907
3535,4,1966,126851
3536,4,1936,126834
3537,4,1976,126777
3538,4,1980,126773
3539,4,1979,126711
3541,4,1972,126652
3542,4,2001,126643
3543,4,2000,126626
3545,4,2007,126616
3546,4,1990,126588
3547,4,1941,126552
3548,4,2019,126543
3549,4,2020,126497
3550,4,1987,126490
3551,4,2005,126426
3552,4,1974,126421
3553,4,1968,126394
3554,4,1992,126378
3555,4,1954,126363
3557,4,1965,126254
3558,4,1989,126160
3559,4,1992,126144
3560,4,1999,126118
3561,4,1972,126107
3562,4,1991,126104
3563,4,1986,126056
3564,4,1965,126038
3565,4,1969,126036
3566,4,2004,125985
3567,4,1979,125956
3568,4,2006,125950
3569,4,1980,125846
3570,4,1986,125737
3571,4,1988,125708
3572,4,1983,125657
3573,4,1989,125607
3574,4,1979,125591
3575,4,1982,125516
3576,4,2001,125508
3578,4,1969,125485
3579,4,1988,125476
3580,4,1982,125474
3581,4,2005,125470
3582,4,1947,125427
3583,4,1970,125381
3584,4,1964,125371
3585,4,1953,125335
3586,4,1999,125295
3587,4,1990,125273
3588,4,1977,125262
3589,4,1975,125061
3590,4,2000,125046
3591,4,2008,124997
3592,4,2006,124990
3593,4,1968,124988
3594,4,1985,124976
3595,4,2009,124959
3596,4,1988,124955
3597,4,1983,124859
3598,4,1985,124857
3599,4,1956,124853
3600,4,2006,124834
3601,4,1960,124827
3602,4,2005,124814
3603,4,1991,124799
3604,4,2021,124792
3605,4,1975,124768
3606,4,1989,124761
3607,4,2018,124735
3608,4,1972,124734
3609,4,1983,124728
3610,4,1982,124725
3611,4,1969,124648
3612,4,1955,124640
3613,4,1997,124633
3614,4,1993,124629
3615,4,1963,124600
3616,4,2000,124506
3617,4,1998,124480
3618,4,2006,124366
3619,4,1983,124358
3620,4,1947,124299
3621,4,2013,124264
3622,4,2004,124262
3623,4,1972,124203
3624,4,1978,124173
3625,4,1974,124171
3626,4,1950,124164
3627,4,2001,124137
3628,4,2017,124090
3629,4,2000,124086
3630,4,1975,124066
3631,4,2019,123995
3632,4,1946,123950
3633,4,1954,123894
3634,4,1982,123874
3635,4,1969,123852
3636,4,1996,123814
3637,4,1998,123795
3638,4,1959,123778
3639,4,2009,123772
3640,4,1970,123742
3641,4,1986,123730
3642,4,1965,123717
3643,4,1986,123696
3644,4,1968,123661
3645,4,1998,123657
3646,4,1992,123634
3649,4,1977,123481
3650,4,1980,123461
3651,4,1987,123459
3652,4,1950,123409
3653,4,1987,123380
3655,4,1971,123346
3656,4,2016,123330
3657,4,1985,123322
3658,4,1974,123263
3659,4,1958,123236
3660,4,1988,123228
3661,4,2005,123178
3662,4,1971,123178
3663,4,1976,123096
3664,4,1954,123076
3665,4,1955,123051
3666,4,2000,122967
3667,4,1986,122946
3668,4,1952,122936
3669,4,2021,122918
3670,4,1981,122799
3671,4,1978,122788
3672,4,2017,122769
3673,4,1990,122766
3674,4,1978,122678
3675,4,1992,122621
3676,4,1978,122614
3677,4,1983,122597
3678,4,1978,122576
3679,4,1985,122569
3680,4,1999,122567
3681,4,1982,122505
3682,4,2009,122505
3683,4,1963,122440
3684,4,2017,122420
3685,4,2020,122413
3686,4,1989,122379
3687,4,1986,122377
3688,4,1988,122337
3689,4,1998,122223
3690,4,1986,122214
3691,4,2005,122188
3692,4,1985,122132
3693,4,1990,122117
3695,4,1996,122098
3696,4,1937,122069
3697,4,2004,122068
3698,4,2001,122068
3699,4,1946,122065
3700,4,1976,122038
3701,4,2000,122004
3702,4,1956,121992
3703,4,1988,121989
3704,4,1989,121950
3705,4,2006,121880
3706,4,2000,121878
3707,4,1985,121830
3708,4,1987,121794
3709,4,1979,121727
3710,4,2005,121662
3711,4,1942,121658
3712,4,1967,121641
3713,4,1925,121609
3714,4,2017,121606
3715,4,1977,121511
3716,4,2000,121496
3717,4,1968,121417
3718,4,1977,121366
3720,4,1977,121339
3721,4,1992,121334
3722,4,1988,121279
3723,4,2009,121256
3724,4,1980,121252
3725,4,1990,121195
3726,4,2020,121191
3727,4,1977,121157
3728,4,1989,121101
3729,4,2020,121068
3730,4,1998,121064
3731,4,1971,121027
3732,4,2003,120995
3733,4,1958,120952
3734,4,1973,120937
3735,4,1970,120928
3736,4,1980,120919
3737,4,1999,120910
3739,4,1960,120888
3740,4,2008,120858
3741,4,2006,120790
3742,4,1987,120784
3743,4,1940,120682
3745,4,1979,120574
3746,4,2002,120548
3747,4,2016,120529
3748,4,1982,120515
3749,4,1987,120482
3750,4,1974,120469
3751,4,1979,120465
3752,4,1990,120459
3753,4,2000,120448
3754,4,1979,120426
3755,4,2009,120415
3756,4,2021,120373
3757,4,1978,120357
3758,4,1974,120345
3759,4,1971,120266
3760,4,1979,120223
3761,4,2004,120216
3763,4,1980,120132
3764,4,1980,120113
3765,4,1995,120036
3766,4,1953,119998
3767,4,1965,119964
3768,4,2001,119959
3769,4,2001,119938
3770,4,1983,119870
3771,4,2003,119825
3772,4,2017,119819
3773,4,2003,119793
3774,4,2003,119789
3776,4,2003,119775
3777,4,2005,119770
3778,4,2008,119703
3779,4,1984,119688
3780,4,1962,119646
3782,4,1997,119596
3783,4,2021,119582
3784,4,2008,119569
3785,4,2000,119458
3786,4,2002,119454
3787,4,1986,119450
3788,4,1973,119423
3789,4,1981,119411
3790,4,1953,119387
3791,4,1972,119289
3793,4,1983,119261
3794,4,1996,119233
3795,4,1980,119189
3796,4,2020,119172
3797,4,2002,119150
3798,4,1958,119127
3799,4,1990,119118
3800,4,1980,119044
3801,4,2007,118919
3802,4,1988,118886
3803,4,1999,118883
3804,4,1990,118812
3805,4,1979,118794
3806,4,1984,118756
3807,4,2005,118737
3808,4,1981,118617
3809,4,1988,118608
3810,4,2001,118576
3811,4,2007,118553
3812,4,1972,118531
3813,4,2007,118516
3814,4,2002,118508
3815,4,1975,118486
3816,4,1971,118462
3817,4,1986,118460
3818,4,1973,118399
3819,4,1963,118396
3820,4,1976,118354
3821,4,2002,118344
3822,4,1980,118307
3823,4,1992,118257
3824,4,2002,118235
3825,4,1972,118216
3826,4,2012,118204
3827,4,1963,118108
3828,4,1976,118078
3829,4,1954,118030
3830,4,1988,118018
3831,4,1984,117974
3832,4,1990,117958
3833,4,2005,117864
3834,4,1982,117794
3835,4,1955,117737
3836,4,2002,117728
3837,4,1989,117637
3838,4,1972,117619
3839,4,2009,117575
3840,4,1980,117467
3841,4,1960,117343
3842,4,2008,117311
3843,4,1990,117277
3844,4,1980,117263
3845,4,1977,117162
3846,4,1955,117133
3847,4,1979,117018
3848,4,1986,117011
3849,4,1941,117007
3850,4,1961,116988
3851,4,2007,116982
3852,4,1990,116932
3853,4,1949,116892
3854,4,2003,116858
3855,4,1972,116843
3856,4,1988,116842
3857,4,2019,116825
3858,4,2017,116804
3860,4,1989,116784
3861,4,1966,116750
3862,4,1980,116629
3863,4,1977,116616
3864,4,1985,116609
3865,4,1999,116572
3866,4,2021,116525
3867,4,2016,116511
3868,4,1954,116452
3869,4,2001,116422
3870,4,1979,116412
3871,4,1956,116404
3872,4,1985,116403
3873,4,2018,116313
3874,4,2001,116303
3875,4,1994,116294
3876,4,1988,116288
3877,4,1985,116232
3878,4,2016,116224
3879,4,2000,116206
3880,4,2021,116153
3881,4,2000,116127
3882,4,1970,116124
3883,4,2003,116121
3884,4,1991,116103
3885,4,1973,116036
3886,4,1985,116025
3887,4,2001,116007
3888,4,2007,115995
3889,4,1950,115960
3891,4,1979,115904
3892,4,2022,115852
3893,4,1971,115793
3894,4,2020,115762
3895,4,2005,115760
3896,4,1970,115666
3897,4,2001,115589
3898,4,2008,115564
3899,4,2008,115450
3900,4,1980,115444
3901,4,1968,115381
3902,4,1980,115366
3903,4,1970,115334
3904,4,1984,115284
3905,4,1983,115283
3906,4,1946,115270
3907,4,1981,115132
3908,4,1966,115113
3909,4,1975,115108
3910,4,1980,115033
3911,4,1964,115024
3912,4,1998,114980
3913,4,1976,114956
3914,4,2018,114934
3915,4,2020,114926
3916,4,2005,114880
3917,4,1973,114876
3918,4,1947,114818
3919,4,1999,114778
3920,4,2004,114758
3921,4,1997,114754
3922,4,1985,114669
3923,4,1989,114654
3924,4,2008,114652
3925,4,1988,114612
3926,4,1956,114510
3927,4,1980,114498
3928,4,2008,114498
3929,4,1991,114481
3930,4,1956,114457
3931,4,1990,114425
3932,4,1979,114412
3934,4,1989,114345
3935,4,1990,114329
3936,4,2001,114289
3937,4,1976,114241
3938,4,1980,114209
3939,4,1991,114180
3940,4,2020,114167
3941,4,1978,114140
3942,4,2005,114128
3943,4,1984,114120
3944,4,1985,114115
3945,4,1967,114083
3946,4,1990,114065
3947,4,2001,114029
3948,4,1996,114024
3949,4,1981,114016
3950,4,1993,113863
3951,4,1985,113825
3952,4,1984,113782
3953,4,1978,113747
3954,4,2020,113730
3956,4,1940,113699
3957,4,1981,113682
3958,4,2008,113632
3959,4,2000,113603
3960,4,2017,113592
3961,4,2017,113578
3962,4,1978,113535
3963,4,1974,113462
3964,4,2001,113436
3965,4,1945,113430
3966,4,1986,113413
3967,4,2015,113407
3968,4,1990,113405
3969,4,2003,113395
3970,4,1989,113386
3971,4,1987,113383
3972,4,1991,113340
3973,4,1982,113299
3974,4,1981,113295
3975,4,2000,113294
3976,4,2012,113284
3977,4,2010,113272
3978,4,2005,113259
3979,4,2005,113240
3980,4,1980,113150
3981,4,1979,113146
3982,4,1986,113129
3983,4,2021,113114
3984,4,1985,113034
3985,4,1965,113020
3986,4,1990,113012
3987,4,2009,112994
3988,4,1986,112955
3989,4,1987,112921
3990,4,1985,112764
3991,4,2017,112720
3992,4,1956,112653
3993,4,2000,112650
3994,4,1976,112637
3995,4,1960,112586
3996,4,1979,112499
3997,4,1972,112421
3998,4,1985,112415
3999,4,2003,112410
4000,4,1989,112356
4001,4,2009,112351
4002,4,1964,112296
4003,4,2008,112227
4004,4,1990,112108
4005,4,2001,112069
4006,4,1970,112045
4007,4,1978,112040
4008,4,2012,112008
4009,4,2020,112002
4010,4,1986,111926
4011,4,2009,111923
4012,4,2003,111859
4013,4,2020,111822
4014,4,1990,111811
4015,4,1976,111706
4016,4,1966,111700
4017,4,2009,111606
4018,4,1953,111603
4020,4,1962,111566
4021,4,1976,111548
4022,4,1956,111543
4023,4,1979,111497
4024,4,2007,111470
4025,4,1981,111460
4026,4,1999,111431
4027,4,1969,111412
4028,4,1998,111385
4029,4,1988,111364
4030,4,1987,111338
4031,4,2003,111297
4032,4,2002,111252
4033,4,1984,111228
4035,4,1984,111166
4036,4,1985,111059
4037,4,2003,111055
4038,4,1977,111033
4039,4,1964,110961
4040,4,2022,110826
