Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001,SE_A17007B_001,SE_A17007B_002,SE_A17007B_003,SE_A17007B_004,SE_A17007B_005,SE_A17007B_006,SE_A17007B_007,SE_A17007B_008,SE_A17007B_009,SE_A17007B_010,SE_A17007B_011,SE_A17007B_012,SE_A17007B_013,SE_A17007B_014,SE_A17007A_001,SE_A17007A_002,SE_A17007A_003,SE_A17007A_004,SE_A17007A_005,SE_A17007A_006,SE_A17007A_007,SE_A17007A_008,SE_A17007A_009,SE_A17007A_010,SE_A17007A_011,SE_A17007A_012,SE_A17007A_013,SE_A17007A_014,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060710001081","15000US060710001081","Block Group 1","Block Group 1, Census Tract 1.08, San Bernardino County, California","ca","150","00","ACSSF","0025716",,,,,"06","071",,,,"000108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135724,317,53,162,12,0,18,0,22,16,34,0,0,0,0,407,111,155,0,40,8,14,12,7,11,0,17,0,32,1687,2442.011,0.690824050150039
"060710001082","15000US060710001082","Block Group 2","Block Group 2, Census Tract 1.08, San Bernardino County, California","ca","150","00","ACSSF","0025717",,,,,"06","071",,,,"000108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108173,270,76,113,0,0,20,8,0,14,29,0,10,0,0,476,146,161,0,0,0,0,0,66,6,0,49,0,48,1436,5804.348,0.247400760157962
"060710001083","15000US060710001083","Block Group 3","Block Group 3, Census Tract 1.08, San Bernardino County, California","ca","150","00","ACSSF","0025718",,,,,"06","071",,,,"000108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71618,582,122,124,35,0,77,0,100,41,31,0,0,52,0,736,119,173,0,10,63,63,27,56,99,0,105,21,0,2800,15346.19,0.182455671609289
"060710001091","15000US060710001091","Block Group 1","Block Group 1, Census Tract 1.09, San Bernardino County, California","ca","150","00","ACSSF","0025719",,,,,"06","071",,,,"000109","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104967,414,46,126,0,0,79,0,51,73,39,0,0,0,0,356,27,45,0,27,24,19,0,83,25,6,0,27,73,1713,5363,0.319410746304616
"060710001092","15000US060710001092","Block Group 2","Block Group 2, Census Tract 1.09, San Bernardino County, California","ca","150","00","ACSSF","0025720",,,,,"06","071",,,,"000109","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150682,159,15,64,0,19,0,0,0,40,21,0,0,0,0,245,0,0,0,38,0,0,0,71,65,0,35,0,36,857,6438.42,0.133107180419369
"060710001093","15000US060710001093","Block Group 3","Block Group 3, Census Tract 1.09, San Bernardino County, California","ca","150","00","ACSSF","0025721",,,,,"06","071",,,,"000109","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,428,17,163,35,0,0,0,24,90,99,0,0,0,0,494,85,205,0,10,0,0,0,65,31,0,80,18,0,1660,6170.701,0.269013215505246
"060710001094","15000US060710001094","Block Group 4","Block Group 4, Census Tract 1.09, San Bernardino County, California","ca","150","00","ACSSF","0025722",,,,,"06","071",,,,"000109","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112333,355,125,100,0,0,7,0,0,42,62,0,0,19,0,442,32,58,0,45,2,0,0,78,40,0,175,12,0,1632,6759.548,0.241436253758705
"060710001095","15000US060710001095","Block Group 5","Block Group 5, Census Tract 1.09, San Bernardino County, California","ca","150","00","ACSSF","0025723",,,,,"06","071",,,,"000109","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100819,119,6,84,0,0,0,0,0,0,29,0,0,0,0,378,82,36,0,22,12,26,0,71,0,0,113,16,0,1091,3976.203,0.274382352350667
"060710001111","15000US060710001111","Block Group 1","Block Group 1, Census Tract 1.11, San Bernardino County, California","ca","150","00","ACSSF","0025724",,,,,"06","071",,,,"000111","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120833,485,92,136,15,0,15,0,27,77,109,0,0,14,0,791,230,186,14,41,42,33,7,59,28,0,57,51,43,2721,651.285,4.17789426051395
"060710001131","15000US060710001131","Block Group 1","Block Group 1, Census Tract 1.13, San Bernardino County, California","ca","150","00","ACSSF","0025725",,,,,"06","071",,,,"000113","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153897,611,137,245,0,0,17,0,13,127,72,0,0,0,0,842,196,189,0,59,61,0,10,93,81,0,76,0,77,2513,2398.644,1.04767512436351
"060710001132","15000US060710001132","Block Group 2","Block Group 2, Census Tract 1.13, San Bernardino County, California","ca","150","00","ACSSF","0025726",,,,,"06","071",,,,"000113","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62250,389,90,17,82,0,0,38,0,27,61,0,0,74,0,630,17,95,0,0,96,0,0,0,41,0,272,88,21,2441,4535.191,0.538235312287161
"060710001133","15000US060710001133","Block Group 3","Block Group 3, Census Tract 1.13, San Bernardino County, California","ca","150","00","ACSSF","0025727",,,,,"06","071",,,,"000113","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77423,597,95,80,21,0,55,0,0,153,178,0,0,0,15,549,31,92,0,0,17,61,0,0,72,0,95,63,118,2203,14193.11,0.15521616316369
"060710001134","15000US060710001134","Block Group 4","Block Group 4, Census Tract 1.13, San Bernardino County, California","ca","150","00","ACSSF","0025728",,,,,"06","071",,,,"000113","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57727,396,50,163,0,0,0,0,0,17,166,0,0,0,0,358,180,118,0,0,0,0,0,20,0,0,0,26,14,1577,6488.28,0.243053635769741
"060710001135","15000US060710001135","Block Group 5","Block Group 5, Census Tract 1.13, San Bernardino County, California","ca","150","00","ACSSF","0025729",,,,,"06","071",,,,"000113","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72600,805,198,209,25,0,135,0,29,91,60,0,0,14,44,806,61,12,14,77,0,0,0,81,109,0,137,40,275,3598,15919.03,0.226018807809148
"060710001151","15000US060710001151","Block Group 1","Block Group 1, Census Tract 1.15, San Bernardino County, California","ca","150","00","ACSSF","0025730",,,,,"06","071",,,,"000115","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99944,880,76,263,0,0,172,0,25,153,143,0,0,48,0,836,83,68,2,0,49,0,0,401,29,0,90,77,37,3614,6191.975,0.583658688766126
"060710001152","15000US060710001152","Block Group 2","Block Group 2, Census Tract 1.15, San Bernardino County, California","ca","150","00","ACSSF","0025731",,,,,"06","071",,,,"000115","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109554,1105,220,319,90,0,89,0,6,133,231,0,0,17,0,1348,523,222,17,77,36,0,6,179,130,0,66,28,64,4573,1093.475,4.18208153860172
"060710001161","15000US060710001161","Block Group 1","Block Group 1, Census Tract 1.16, San Bernardino County, California","ca","150","00","ACSSF","0025732",,,,,"06","071",,,,"000116","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121136,563,118,181,52,0,54,0,19,31,92,0,16,0,0,636,147,206,0,51,0,20,0,88,74,0,31,0,19,2189,172.2783,12.7061824224668
"060710001162","15000US060710001162","Block Group 2","Block Group 2, Census Tract 1.16, San Bernardino County, California","ca","150","00","ACSSF","0025733",,,,,"06","071",,,,"000116","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111719,969,272,335,23,0,0,12,34,145,107,0,0,0,41,1304,262,496,42,50,38,0,31,269,42,0,16,20,38,5540,702.4013,7.88722882113739
"060710001163","15000US060710001163","Block Group 3","Block Group 3, Census Tract 1.16, San Bernardino County, California","ca","150","00","ACSSF","0025734",,,,,"06","071",,,,"000116","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104509,253,38,104,59,0,0,0,0,14,0,0,0,20,18,397,96,72,0,0,0,23,0,74,18,0,84,0,30,1374,8833.954,0.155536241866758
"060710001164","15000US060710001164","Block Group 4","Block Group 4, Census Tract 1.16, San Bernardino County, California","ca","150","00","ACSSF","0025735",,,,,"06","071",,,,"000116","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106742,941,148,376,32,0,30,0,28,69,243,0,0,0,15,1041,195,326,0,116,38,68,0,70,52,0,84,19,73,3886,8259.782,0.470472450065406
"060710001171","15000US060710001171","Block Group 1","Block Group 1, Census Tract 1.17, San Bernardino County, California","ca","150","00","ACSSF","0025736",,,,,"06","071",,,,"000117","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114531,447,96,181,16,0,0,0,0,33,97,0,0,10,14,789,226,172,0,65,10,11,0,79,125,0,41,60,0,2655,3031.797,0.87571834309657
"060710001172","15000US060710001172","Block Group 2","Block Group 2, Census Tract 1.17, San Bernardino County, California","ca","150","00","ACSSF","0025737",,,,,"06","071",,,,"000117","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129097,602,146,87,99,24,15,20,0,61,150,0,0,0,0,743,148,157,0,105,0,0,15,194,24,0,30,0,70,2630,2724.091,0.965459685527501
"060710001173","15000US060710001173","Block Group 3","Block Group 3, Census Tract 1.17, San Bernardino County, California","ca","150","00","ACSSF","0025738",,,,,"06","071",,,,"000117","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71961,203,49,61,0,0,0,0,0,93,0,0,0,0,0,354,84,143,0,0,39,0,0,36,39,0,0,13,0,1013,9176.163,0.110394719975537
"060710001174","15000US060710001174","Block Group 4","Block Group 4, Census Tract 1.17, San Bernardino County, California","ca","150","00","ACSSF","0025739",,,,,"06","071",,,,"000117","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144846,188,63,39,0,0,11,0,8,42,25,0,0,0,0,204,90,63,12,0,0,0,8,11,20,0,0,0,0,658,4459.082,0.147564004157548
"060710001181","15000US060710001181","Block Group 1","Block Group 1, Census Tract 1.18, San Bernardino County, California","ca","150","00","ACSSF","0025740",,,,,"06","071",,,,"000118","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113100,560,137,179,31,0,27,0,28,65,83,0,0,0,10,711,147,212,17,78,40,11,0,105,43,0,41,0,17,2625,607.0188,4.3244130860838
"060710001182","15000US060710001182","Block Group 2","Block Group 2, Census Tract 1.18, San Bernardino County, California","ca","150","00","ACSSF","0025741",,,,,"06","071",,,,"000118","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140708,464,105,229,12,0,0,0,8,58,52,0,0,0,0,665,164,184,11,5,0,46,0,134,90,0,0,0,31,2072,1804.405,1.14830107320961
"060710002011","15000US060710002011","Block Group 1","Block Group 1, Census Tract 2.01, San Bernardino County, California","ca","150","00","ACSSF","0025742",,,,,"06","071",,,,"000201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57699,319,0,32,29,0,23,31,30,38,52,0,0,57,27,366,40,0,5,0,0,32,0,0,36,17,21,54,161,1312,19416.07,0.06757289995166
"060710002012","15000US060710002012","Block Group 2","Block Group 2, Census Tract 2.01, San Bernardino County, California","ca","150","00","ACSSF","0025743",,,,,"06","071",,,,"000201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73421,750,86,204,0,0,56,11,85,102,141,0,23,23,19,724,157,141,0,6,1,13,0,38,65,0,111,36,156,2806,2994.939,0.936913993423908
"060710002013","15000US060710002013","Block Group 3","Block Group 3, Census Tract 2.01, San Bernardino County, California","ca","150","00","ACSSF","0025744",,,,,"06","071",,,,"000201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52969,205,10,56,27,0,0,0,14,45,32,0,6,0,15,214,21,17,0,0,9,0,0,10,24,0,74,9,50,1122,8551.387,0.131206785514064
"060710002031","15000US060710002031","Block Group 1","Block Group 1, Census Tract 2.03, San Bernardino County, California","ca","150","00","ACSSF","0025745",,,,,"06","071",,,,"000203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79241,513,40,80,60,0,0,43,0,90,181,11,0,0,8,474,10,84,7,0,22,9,17,148,0,0,73,30,74,1942,7127.673,0.272459177417038
"060710002032","15000US060710002032","Block Group 2","Block Group 2, Census Tract 2.03, San Bernardino County, California","ca","150","00","ACSSF","0025746",,,,,"06","071",,,,"000203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66705,110,9,45,8,0,19,0,9,0,10,0,0,0,10,271,22,57,0,26,0,21,58,11,0,0,15,0,61,990,6490.672,0.152526575412705
"060710002033","15000US060710002033","Block Group 3","Block Group 3, Census Tract 2.03, San Bernardino County, California","ca","150","00","ACSSF","0025747",,,,,"06","071",,,,"000203","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79250,336,24,68,0,0,40,47,48,0,98,0,11,0,0,432,42,37,0,0,49,15,14,10,19,0,118,69,59,1417,9898.462,0.143153559012629
"060710002051","15000US060710002051","Block Group 1","Block Group 1, Census Tract 2.05, San Bernardino County, California","ca","150","00","ACSSF","0025748",,,,,"06","071",,,,"000205","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67270,509,35,183,61,0,0,51,19,12,139,0,0,9,0,442,20,17,0,42,0,31,11,79,0,0,157,0,85,1929,10528.07,0.183224401039696
"060710002052","15000US060710002052","Block Group 2","Block Group 2, Census Tract 2.05, San Bernardino County, California","ca","150","00","ACSSF","0025749",,,,,"06","071",,,,"000205","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69744,369,42,64,0,0,41,42,28,64,79,0,0,2,7,459,16,42,0,23,82,28,0,25,8,5,147,19,64,1953,6149.582,0.317582552506035
"060710002053","15000US060710002053","Block Group 3","Block Group 3, Census Tract 2.05, San Bernardino County, California","ca","150","00","ACSSF","0025750",,,,,"06","071",,,,"000205","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69113,407,14,51,0,0,60,0,23,5,139,0,0,31,84,413,43,13,59,31,16,17,20,37,8,0,71,28,70,1567,12500.34,0.125356565358604
"060710002071","15000US060710002071","Block Group 1","Block Group 1, Census Tract 2.07, San Bernardino County, California","ca","150","00","ACSSF","0025751",,,,,"06","071",,,,"000207","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84563,356,95,83,0,0,0,0,25,30,77,16,0,30,0,361,56,12,0,0,16,8,0,102,11,0,85,36,35,1508,6531.766,0.230871726046607
"060710002072","15000US060710002072","Block Group 2","Block Group 2, Census Tract 2.07, San Bernardino County, California","ca","150","00","ACSSF","0025752",,,,,"06","071",,,,"000207","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71940,201,0,47,69,0,13,0,0,36,12,0,0,0,24,415,8,22,0,19,0,62,0,0,20,0,69,86,129,1339,10632.18,0.125938421336315
"060710002073","15000US060710002073","Block Group 3","Block Group 3, Census Tract 2.07, San Bernardino County, California","ca","150","00","ACSSF","0025753",,,,,"06","071",,,,"000207","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54145,351,97,44,9,0,10,0,41,34,82,11,0,0,23,410,44,0,0,5,0,24,0,44,16,0,180,36,61,1609,12494.24,0.128779361139897
"060710002081","15000US060710002081","Block Group 1","Block Group 1, Census Tract 2.08, San Bernardino County, California","ca","150","00","ACSSF","0025754",,,,,"06","071",,,,"000208","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82372,846,98,129,46,38,59,0,107,60,205,0,0,13,91,1098,114,65,0,8,88,26,11,129,55,20,210,128,244,3506,9307.136,0.376700200927572
"060710002082","15000US060710002082","Block Group 2","Block Group 2, Census Tract 2.08, San Bernardino County, California","ca","150","00","ACSSF","0025755",,,,,"06","071",,,,"000208","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80268,240,0,37,10,0,0,5,0,87,89,0,0,12,0,337,73,14,0,0,7,0,0,32,43,0,57,43,68,1302,10384.36,0.125380889795628
"060710003011","15000US060710003011","Block Group 1","Block Group 1, Census Tract 3.01, San Bernardino County, California","ca","150","00","ACSSF","0025756",,,,,"06","071",,,,"000301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45571,338,0,34,43,0,0,0,39,52,59,0,0,0,111,364,32,42,0,0,0,19,0,48,0,0,46,0,177,1830,2589.261,0.706765436751058
"060710003012","15000US060710003012","Block Group 2","Block Group 2, Census Tract 3.01, San Bernardino County, California","ca","150","00","ACSSF","0025757",,,,,"06","071",,,,"000301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50769,264,17,0,0,0,15,26,0,59,100,21,0,26,0,362,0,29,0,56,0,0,0,63,0,0,58,58,98,1563,12740.97,0.122675085753293
"060710003013","15000US060710003013","Block Group 3","Block Group 3, Census Tract 3.01, San Bernardino County, California","ca","150","00","ACSSF","0025758",,,,,"06","071",,,,"000301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36472,407,0,0,52,0,42,26,71,46,85,0,0,20,65,746,67,28,0,0,39,49,42,38,99,0,109,86,189,2848,45017.16,0.063264771883113
"060710003014","15000US060710003014","Block Group 4","Block Group 4, Census Tract 3.01, San Bernardino County, California","ca","150","00","ACSSF","0025759",,,,,"06","071",,,,"000301","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34950,695,57,112,57,0,14,0,14,54,131,0,0,122,134,447,103,30,0,0,45,0,0,109,0,0,32,6,122,3193,21578.67,0.147970183645639
"060710003031","15000US060710003031","Block Group 1","Block Group 1, Census Tract 3.03, San Bernardino County, California","ca","150","00","ACSSF","0025760",,,,,"06","071",,,,"000303","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46793,130,23,0,0,0,11,13,0,8,40,0,0,26,9,365,32,0,9,0,52,59,0,20,17,24,53,33,66,1397,5089.094,0.274508607761889
"060710003032","15000US060710003032","Block Group 2","Block Group 2, Census Tract 3.03, San Bernardino County, California","ca","150","00","ACSSF","0025761",,,,,"06","071",,,,"000303","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52604,235,33,33,40,0,11,10,0,7,82,0,0,19,0,320,0,10,11,0,24,34,0,39,9,10,85,79,19,1303,5445.287,0.239289525665756
"060710003033","15000US060710003033","Block Group 3","Block Group 3, Census Tract 3.03, San Bernardino County, California","ca","150","00","ACSSF","0025762",,,,,"06","071",,,,"000303","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65938,596,86,47,72,0,10,24,112,70,19,0,0,115,41,789,17,22,0,11,110,63,0,23,60,0,187,140,156,3033,31910.61,0.0950467724174784
"060710003034","15000US060710003034","Block Group 4","Block Group 4, Census Tract 3.03, San Bernardino County, California","ca","150","00","ACSSF","0025763",,,,,"06","071",,,,"000303","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62823,402,29,121,18,0,88,0,7,30,29,0,0,10,70,555,9,56,8,0,112,30,0,65,44,11,117,47,56,2104,10507.54,0.200237221176314
"060710003041","15000US060710003041","Block Group 1","Block Group 1, Census Tract 3.04, San Bernardino County, California","ca","150","00","ACSSF","0025764",,,,,"06","071",,,,"000304","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60335,418,37,36,8,0,8,0,10,42,107,0,0,77,93,535,41,80,0,0,18,13,0,27,52,0,149,15,140,1892,3632.126,0.520907046673575
"060710003042","15000US060710003042","Block Group 2","Block Group 2, Census Tract 3.04, San Bernardino County, California","ca","150","00","ACSSF","0025765",,,,,"06","071",,,,"000304","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95536,501,87,70,37,0,30,0,46,71,113,0,0,40,7,837,75,181,0,0,58,29,13,89,29,0,196,118,49,2732,8053.044,0.339250606566517
"060710003043","15000US060710003043","Block Group 3","Block Group 3, Census Tract 3.04, San Bernardino County, California","ca","150","00","ACSSF","0025766",,,,,"06","071",,,,"000304","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38445,179,0,19,0,0,31,15,23,27,47,0,0,5,12,394,18,6,0,20,37,65,0,41,0,0,69,27,111,1599,3985.276,0.401226955491686
"060710004011","15000US060710004011","Block Group 1","Block Group 1, Census Tract 4.01, San Bernardino County, California","ca","150","00","ACSSF","0025767",,,,,"06","071",,,,"000401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96523,461,78,71,17,0,30,23,43,30,75,0,0,9,85,319,13,100,0,0,32,23,0,21,81,0,16,9,24,1434,4022.248,0.356517095832104
"060710004012","15000US060710004012","Block Group 2","Block Group 2, Census Tract 4.01, San Bernardino County, California","ca","150","00","ACSSF","0025768",,,,,"06","071",,,,"000401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102031,197,23,22,5,0,30,10,0,41,66,0,0,0,0,253,27,57,0,0,13,0,0,67,11,16,39,0,23,972,2174.75,0.446948016747568
"060710004013","15000US060710004013","Block Group 3","Block Group 3, Census Tract 4.01, San Bernardino County, California","ca","150","00","ACSSF","0025769",,,,,"06","071",,,,"000401","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86250,289,64,48,0,11,0,0,53,39,74,0,0,0,0,427,25,24,0,22,40,33,0,62,82,0,31,26,82,2064,2912.555,0.708656179101988
"060710004014","15000US060710004014","Block Group 4","Block Group 4, Census Tract 4.01, San Bernardino County, California","ca","150","00","ACSSF","0025770",,,,,"06","071",,,,"000401","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80370,490,66,116,36,0,11,0,15,19,227,0,0,0,0,428,67,116,11,32,12,8,0,28,11,13,55,37,38,1880,2347.217,0.800948498603082
"060710004031","15000US060710004031","Block Group 1","Block Group 1, Census Tract 4.03, San Bernardino County, California","ca","150","00","ACSSF","0025771",,,,,"06","071",,,,"000403","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71042,134,10,40,10,0,0,0,4,15,49,0,0,6,0,312,0,52,0,11,5,10,17,10,31,0,146,15,15,817,6545.917,0.124810616883167
"060710004032","15000US060710004032","Block Group 2","Block Group 2, Census Tract 4.03, San Bernardino County, California","ca","150","00","ACSSF","0025772",,,,,"06","071",,,,"000403","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57361,281,37,81,0,0,15,2,14,46,71,9,0,6,0,379,27,40,0,4,24,43,0,60,16,0,52,61,52,1470,3921.544,0.374852315918066
"060710004033","15000US060710004033","Block Group 3","Block Group 3, Census Tract 4.03, San Bernardino County, California","ca","150","00","ACSSF","0025773",,,,,"06","071",,,,"000403","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89079,517,39,153,8,0,23,26,12,13,208,0,23,0,12,650,123,33,0,0,85,28,0,46,91,27,122,8,87,1974,2401.639,0.821938557244281
"060710004041","15000US060710004041","Block Group 1","Block Group 1, Census Tract 4.04, San Bernardino County, California","ca","150","00","ACSSF","0025774",,,,,"06","071",,,,"000404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63125,593,56,90,55,6,60,0,13,43,151,0,0,119,0,641,125,64,0,19,3,0,14,67,37,0,121,98,93,2363,3305.929,0.714776284677767
"060710004042","15000US060710004042","Block Group 2","Block Group 2, Census Tract 4.04, San Bernardino County, California","ca","150","00","ACSSF","0025775",,,,,"06","071",,,,"000404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41989,385,85,59,22,11,15,6,26,66,67,0,0,0,28,405,60,107,0,26,12,10,0,93,9,0,66,6,16,1685,4497.795,0.374627990554396
"060710005011","15000US060710005011","Block Group 1","Block Group 1, Census Tract 5.01, San Bernardino County, California","ca","150","00","ACSSF","0025776",,,,,"06","071",,,,"000501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71042,800,91,282,56,20,0,36,25,137,77,0,0,35,41,727,102,109,0,25,17,21,41,116,43,0,103,75,75,2729,5462.45,0.499592662205385
"060710005012","15000US060710005012","Block Group 2","Block Group 2, Census Tract 5.01, San Bernardino County, California","ca","150","00","ACSSF","0025777",,,,,"06","071",,,,"000501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62663,447,22,79,62,0,0,0,0,94,39,0,0,33,118,359,0,76,0,8,0,0,7,0,41,6,8,106,107,1917,7595.714,0.252379161602293
"060710005013","15000US060710005013","Block Group 3","Block Group 3, Census Tract 5.01, San Bernardino County, California","ca","150","00","ACSSF","0025778",,,,,"06","071",,,,"000501","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66125,377,54,71,25,0,10,0,22,50,135,0,0,10,0,428,115,41,8,9,40,36,9,22,17,0,74,9,48,1640,6541.985,0.250688420178009
"060710005031","15000US060710005031","Block Group 1","Block Group 1, Census Tract 5.03, San Bernardino County, California","ca","150","00","ACSSF","0025779",,,,,"06","071",,,,"000503","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707,458,87,52,27,0,91,49,8,119,25,0,0,0,0,382,49,77,0,5,0,27,0,77,12,0,101,20,14,1769,14259.76,0.124055401028885
"060710005032","15000US060710005032","Block Group 2","Block Group 2, Census Tract 5.03, San Bernardino County, California","ca","150","00","ACSSF","0025780",,,,,"06","071",,,,"000503","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77349,257,43,74,7,0,0,0,0,9,103,0,0,0,21,395,97,50,7,0,0,0,0,55,58,0,35,55,38,1226,4907.138,0.249840153699554
"060710005033","15000US060710005033","Block Group 3","Block Group 3, Census Tract 5.03, San Bernardino County, California","ca","150","00","ACSSF","0025781",,,,,"06","071",,,,"000503","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78750,381,52,97,0,0,13,0,0,83,136,0,0,0,0,605,23,108,21,7,12,66,8,46,34,0,133,39,108,1703,13855.12,0.122914855203962
"060710005041","15000US060710005041","Block Group 1","Block Group 1, Census Tract 5.04, San Bernardino County, California","ca","150","00","ACSSF","0025782",,,,,"06","071",,,,"000504","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54868,258,0,43,20,23,80,17,12,22,15,0,0,19,7,378,73,12,0,7,121,0,0,0,14,0,60,50,41,1191,677.4397,1.75808999887258
"060710005042","15000US060710005042","Block Group 2","Block Group 2, Census Tract 5.04, San Bernardino County, California","ca","150","00","ACSSF","0025783",,,,,"06","071",,,,"000504","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118750,275,14,54,14,0,0,0,24,57,85,0,0,0,27,382,65,100,7,21,0,18,0,19,31,15,42,24,40,1089,2179.503,0.499655210757733
