Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001,SE_A17007B_001,SE_A17007B_002,SE_A17007B_003,SE_A17007B_004,SE_A17007B_005,SE_A17007B_006,SE_A17007B_007,SE_A17007B_008,SE_A17007B_009,SE_A17007B_010,SE_A17007B_011,SE_A17007B_012,SE_A17007B_013,SE_A17007B_014,SE_A17007A_001,SE_A17007A_002,SE_A17007A_003,SE_A17007A_004,SE_A17007A_005,SE_A17007A_006,SE_A17007A_007,SE_A17007A_008,SE_A17007A_009,SE_A17007A_010,SE_A17007A_011,SE_A17007A_012,SE_A17007A_013,SE_A17007A_014,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060710070001","15000US060710070001","Block Group 1","Block Group 1, Census Tract 70, San Bernardino County, California","ca","150","00","ACSSF","0026328",,,,,"06","071",,,,"007000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0,94,36,0,37,44,29,30,144,0,0,0,34,471,26,0,0,0,43,55,0,0,0,2,95,22,228,1771,7568.466,0.233997223153157
"060710070002","15000US060710070002","Block Group 2","Block Group 2, Census Tract 70, San Bernardino County, California","ca","150","00","ACSSF","0026329",,,,,"06","071",,,,"007000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,47,79,0,0,110,24,96,31,89,0,0,0,31,487,21,0,0,45,0,77,0,56,22,0,152,0,114,2297,11827.75,0.194204374692084
"060710070003","15000US060710070003","Block Group 3","Block Group 3, Census Tract 70, San Bernardino County, California","ca","150","00","ACSSF","0026330",,,,,"06","071",,,,"007000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43775,271,0,25,83,0,24,0,27,0,87,0,0,0,25,520,0,11,0,19,84,0,0,44,152,0,62,0,148,2239,7258.382,0.308470927278428
"060710070004","15000US060710070004","Block Group 4","Block Group 4, Census Tract 70, San Bernardino County, California","ca","150","00","ACSSF","0026331",,,,,"06","071",,,,"007000","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48563,240,14,39,42,0,0,0,43,17,40,0,0,45,0,170,0,16,0,0,0,25,0,0,0,0,109,0,20,1061,7558.296,0.14037555386357
"060710071041","15000US060710071041","Block Group 1","Block Group 1, Census Tract 71.04, San Bernardino County, California","ca","150","00","ACSSF","0026332",,,,,"06","071",,,,"007104","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71406,231,31,76,28,0,36,0,0,11,49,0,0,0,0,196,21,51,0,0,54,0,0,31,0,0,13,26,0,740,1398.13,0.529278514031725
"060710071042","15000US060710071042","Block Group 2","Block Group 2, Census Tract 71.04, San Bernardino County, California","ca","150","00","ACSSF","0026333",,,,,"06","071",,,,"007104","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96250,302,30,193,0,0,7,0,0,18,51,0,0,0,3,266,13,60,0,46,0,8,0,43,27,0,41,28,0,1072,1450.759,0.738923500803865
"060710071043","15000US060710071043","Block Group 3","Block Group 3, Census Tract 71.04, San Bernardino County, California","ca","150","00","ACSSF","0026334",,,,,"06","071",,,,"007104","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64214,246,2,127,0,0,0,0,8,47,62,0,0,0,0,307,35,48,0,0,10,7,12,30,30,0,82,28,25,1278,4626.549,0.276231781768873
"060710071044","15000US060710071044","Block Group 4","Block Group 4, Census Tract 71.04, San Bernardino County, California","ca","150","00","ACSSF","0026335",,,,,"06","071",,,,"007104","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75417,144,55,62,0,0,0,0,0,6,0,0,7,14,0,327,0,50,0,72,0,0,0,0,75,7,12,32,79,823,6660.48,0.123564665164472
"060710071051","15000US060710071051","Block Group 1","Block Group 1, Census Tract 71.05, San Bernardino County, California","ca","150","00","ACSSF","0026336",,,,,"06","071",,,,"007105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65795,260,56,82,5,6,5,0,0,27,51,0,0,6,22,271,0,38,31,0,0,21,0,49,54,0,43,28,7,1094,4340.837,0.252025105907827
"060710071052","15000US060710071052","Block Group 2","Block Group 2, Census Tract 71.05, San Bernardino County, California","ca","150","00","ACSSF","0026337",,,,,"06","071",,,,"007105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90938,438,16,276,51,0,18,10,0,20,28,0,19,0,0,480,26,121,17,30,0,0,0,36,39,0,129,21,61,2074,1865.808,1.11158275636798
"060710071061","15000US060710071061","Block Group 1","Block Group 1, Census Tract 71.06, San Bernardino County, California","ca","150","00","ACSSF","0026338",,,,,"06","071",,,,"007106","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96429,168,19,30,21,0,21,0,0,14,63,0,0,0,0,182,8,47,0,9,0,0,0,0,15,0,15,70,18,670,5307.661,0.126232631193658
"060710071062","15000US060710071062","Block Group 2","Block Group 2, Census Tract 71.06, San Bernardino County, California","ca","150","00","ACSSF","0026339",,,,,"06","071",,,,"007106","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71667,253,40,34,8,0,19,0,0,9,86,0,0,15,42,128,9,9,13,0,8,0,6,31,10,0,0,15,27,729,5835.308,0.124929150250889
"060710071063","15000US060710071063","Block Group 3","Block Group 3, Census Tract 71.06, San Bernardino County, California","ca","150","00","ACSSF","0026340",,,,,"06","071",,,,"007106","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68462,303,21,177,16,7,0,0,10,8,9,0,0,8,47,225,38,71,21,5,8,0,0,31,0,0,41,0,10,1112,8814.147,0.12616081618911
"060710071064","15000US060710071064","Block Group 4","Block Group 4, Census Tract 71.06, San Bernardino County, California","ca","150","00","ACSSF","0026341",,,,,"06","071",,,,"007106","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85063,343,67,102,17,0,60,0,0,15,64,0,18,0,0,371,105,0,0,0,33,52,0,18,11,0,60,57,35,1314,1849.451,0.710481284083169
"060710071071","15000US060710071071","Block Group 1","Block Group 1, Census Tract 71.07, San Bernardino County, California","ca","150","00","ACSSF","0026342",,,,,"06","071",,,,"007107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35833,567,14,34,84,20,69,72,8,41,142,0,0,0,83,505,84,49,8,18,17,0,0,15,56,0,25,40,193,2105,5434.691,0.387326504987668
"060710071072","15000US060710071072","Block Group 2","Block Group 2, Census Tract 71.07, San Bernardino County, California","ca","150","00","ACSSF","0026343",,,,,"06","071",,,,"007107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62554,230,12,35,13,0,6,0,15,0,107,0,0,0,42,377,32,13,15,9,47,0,0,50,14,0,68,38,91,1609,2895.979,0.555597940994321
"060710071081","15000US060710071081","Block Group 1","Block Group 1, Census Tract 71.08, San Bernardino County, California","ca","150","00","ACSSF","0026344",,,,,"06","071",,,,"007108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44183,674,53,81,85,14,87,0,7,116,173,0,0,23,35,690,21,77,0,53,23,28,50,73,108,0,85,34,138,2191,2476.34,0.884773597406629
"060710071091","15000US060710071091","Block Group 1","Block Group 1, Census Tract 71.09, San Bernardino County, California","ca","150","00","ACSSF","0026345",,,,,"06","071",,,,"007109","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55743,748,145,188,145,0,0,0,20,56,171,0,0,23,0,521,125,51,32,0,13,22,0,0,51,0,181,14,32,2431,5004.102,0.485801478616889
"060710071092","15000US060710071092","Block Group 2","Block Group 2, Census Tract 71.09, San Bernardino County, California","ca","150","00","ACSSF","0026346",,,,,"06","071",,,,"007109","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94278,273,29,145,26,7,0,0,0,0,66,0,0,0,0,286,38,100,0,0,60,0,0,23,0,0,27,38,0,1080,5224.91,0.20670211599436
"060710071093","15000US060710071093","Block Group 3","Block Group 3, Census Tract 71.09, San Bernardino County, California","ca","150","00","ACSSF","0026347",,,,,"06","071",,,,"007109","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89131,270,0,76,0,0,0,0,0,148,41,0,0,0,5,213,66,105,0,16,0,0,0,0,0,0,26,0,0,1460,9373.896,0.155751686880403
"060710071094","15000US060710071094","Block Group 4","Block Group 4, Census Tract 71.09, San Bernardino County, California","ca","150","00","ACSSF","0026348",,,,,"06","071",,,,"007109","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39720,396,55,122,0,0,0,0,0,0,194,0,0,0,25,351,14,90,0,0,0,41,0,66,72,12,28,0,28,1640,9982.703,0.164284158845524
"060710071101","15000US060710071101","Block Group 1","Block Group 1, Census Tract 71.10, San Bernardino County, California","ca","150","00","ACSSF","0026349",,,,,"06","071",,,,"007110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82898,291,36,137,10,0,23,0,15,11,39,0,0,0,20,446,60,104,11,20,0,30,0,30,43,0,56,0,92,1588,7785.368,0.203972373617175
"060710071102","15000US060710071102","Block Group 2","Block Group 2, Census Tract 71.10, San Bernardino County, California","ca","150","00","ACSSF","0026350",,,,,"06","071",,,,"007110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87578,440,15,85,32,12,0,30,102,27,54,0,0,21,62,437,107,59,0,5,17,0,0,38,65,29,49,41,27,1965,5669.794,0.346573420417392
"060710071103","15000US060710071103","Block Group 3","Block Group 3, Census Tract 71.10, San Bernardino County, California","ca","150","00","ACSSF","0026351",,,,,"06","071",,,,"007110","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83438,408,21,203,42,0,6,0,39,17,75,0,0,5,0,468,63,117,14,69,42,10,0,0,33,0,104,6,10,1531,3738.495,0.409523132925712
"060710072001","15000US060710072001","Block Group 1","Block Group 1, Census Tract 72, San Bernardino County, California","ca","150","00","ACSSF","0026352",,,,,"06","071",,,,"007200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47969,356,10,104,56,17,4,33,14,19,80,0,0,19,0,254,14,6,17,0,20,22,0,56,33,0,58,8,20,1635,4449.595,0.367449192814793
"060710072002","15000US060710072002","Block Group 2","Block Group 2, Census Tract 72, San Bernardino County, California","ca","150","00","ACSSF","0026353",,,,,"06","071",,,,"007200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41091,165,0,52,41,0,0,0,0,33,14,0,0,0,25,264,0,0,0,44,0,92,6,0,0,0,48,15,59,1066,499.1399,2.13567398767871
"060710072003","15000US060710072003","Block Group 3","Block Group 3, Census Tract 72, San Bernardino County, California","ca","150","00","ACSSF","0026354",,,,,"06","071",,,,"007200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57500,309,0,64,48,0,24,46,23,57,47,0,0,0,0,408,9,41,19,8,28,0,0,14,59,6,117,45,62,1763,2173.957,0.810963602920168
"060710072004","15000US060710072004","Block Group 4","Block Group 4, Census Tract 72, San Bernardino County, California","ca","150","00","ACSSF","0026355",,,,,"06","071",,,,"007200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61094,192,6,112,36,0,8,7,0,8,15,0,0,0,0,369,6,109,34,8,36,0,9,21,9,0,36,24,77,1500,4685.121,0.320162487239323
"060710073021","15000US060710073021","Block Group 1","Block Group 1, Census Tract 73.02, San Bernardino County, California","ca","150","00","ACSSF","0026356",,,,,"06","071",,,,"007302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53427,246,0,133,75,0,0,0,0,0,38,0,0,0,0,183,76,61,0,0,24,0,0,0,0,0,0,22,0,1395,1234.173,1.13031180067244
"060710073022","15000US060710073022","Block Group 2","Block Group 2, Census Tract 73.02, San Bernardino County, California","ca","150","00","ACSSF","0026357",,,,,"06","071",,,,"007302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119879,145,16,98,0,0,0,0,0,18,13,0,0,0,0,232,23,35,0,0,0,13,0,81,0,0,56,0,24,1101,845.377,1.30237746275272
"060710073023","15000US060710073023","Block Group 3","Block Group 3, Census Tract 73.02, San Bernardino County, California","ca","150","00","ACSSF","0026358",,,,,"06","071",,,,"007302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79715,541,69,255,32,0,96,0,25,46,18,0,0,0,0,447,60,194,0,0,26,0,82,0,15,0,57,0,13,1903,237.8612,8.00046332260999
"060710073024","15000US060710073024","Block Group 4","Block Group 4, Census Tract 73.02, San Bernardino County, California","ca","150","00","ACSSF","0026359",,,,,"06","071",,,,"007302","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74457,594,104,237,59,0,18,0,22,0,49,18,0,0,87,455,11,176,36,11,35,0,0,13,90,0,0,0,83,2219,4921.566,0.450872745356349
"060710073025","15000US060710073025","Block Group 5","Block Group 5, Census Tract 73.02, San Bernardino County, California","ca","150","00","ACSSF","0026360",,,,,"06","071",,,,"007302","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98750,475,79,254,0,0,0,20,0,58,64,0,0,0,0,428,73,294,0,0,0,0,0,0,0,0,16,25,20,1600,5144.421,0.311016498918142
"060710073026","15000US060710073026","Block Group 6","Block Group 6, Census Tract 73.02, San Bernardino County, California","ca","150","00","ACSSF","0026361",,,,,"06","071",,,,"007302","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104596,221,29,170,0,0,0,0,0,22,0,0,0,0,0,192,13,45,0,0,0,0,0,48,16,0,49,0,21,1240,5796.834,0.213909871397088
"060710073031","15000US060710073031","Block Group 1","Block Group 1, Census Tract 73.03, San Bernardino County, California","ca","150","00","ACSSF","0026362",,,,,"06","071",,,,"007303","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38477,366,0,19,67,35,24,33,36,67,46,0,0,0,39,383,12,34,9,0,0,24,2,23,17,0,170,23,69,1642,5214.349,0.314900300696374
"060710073032","15000US060710073032","Block Group 2","Block Group 2, Census Tract 73.03, San Bernardino County, California","ca","150","00","ACSSF","0026363",,,,,"06","071",,,,"007303","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41409,263,27,125,34,0,0,0,0,6,39,0,0,32,0,364,26,79,7,42,32,0,2,16,42,0,17,0,101,1985,4518.766,0.439279255347901
"060710073033","15000US060710073033","Block Group 3","Block Group 3, Census Tract 73.03, San Bernardino County, California","ca","150","00","ACSSF","0026364",,,,,"06","071",,,,"007303","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31806,380,10,190,6,9,17,0,17,0,73,0,0,37,21,240,22,97,12,0,0,0,9,18,39,2,27,0,14,1412,4960.566,0.284644948161922
"060710073051","15000US060710073051","Block Group 1","Block Group 1, Census Tract 73.05, San Bernardino County, California","ca","150","00","ACSSF","0026365",,,,,"06","071",,,,"007305","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37351,643,13,260,111,0,7,0,60,37,135,0,0,0,20,814,16,233,10,13,0,34,8,59,126,0,92,98,125,3691,11737.55,0.314460916421234
"060710073052","15000US060710073052","Block Group 2","Block Group 2, Census Tract 73.05, San Bernardino County, California","ca","150","00","ACSSF","0026366",,,,,"06","071",,,,"007305","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43190,223,16,70,36,0,0,0,0,15,84,0,0,2,0,262,10,56,0,0,15,10,0,0,19,0,18,50,84,1218,3963.162,0.307330381453505
"060710073061","15000US060710073061","Block Group 1","Block Group 1, Census Tract 73.06, San Bernardino County, California","ca","150","00","ACSSF","0026367",,,,,"06","071",,,,"007306","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50083,644,43,362,9,0,46,0,24,41,79,0,0,0,40,422,0,260,8,62,0,21,0,23,12,0,36,0,0,2412,8500.904,0.283734519233294
"060710073062","15000US060710073062","Block Group 2","Block Group 2, Census Tract 73.06, San Bernardino County, California","ca","150","00","ACSSF","0026368",,,,,"06","071",,,,"007306","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72973,776,58,283,0,0,113,0,0,205,55,0,0,0,62,763,36,232,30,11,0,0,0,34,70,0,25,0,325,3658,3663.182,0.998585321630834
"060710074031","15000US060710074031","Block Group 1","Block Group 1, Census Tract 74.03, San Bernardino County, California","ca","150","00","ACSSF","0026369",,,,,"06","071",,,,"007403","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102748,343,13,216,0,0,0,16,0,0,58,0,0,37,3,279,0,15,0,0,0,0,0,2,71,0,96,62,33,1202,2115.842,0.568095296194423
"060710074032","15000US060710074032","Block Group 2","Block Group 2, Census Tract 74.03, San Bernardino County, California","ca","150","00","ACSSF","0026370",,,,,"06","071",,,,"007403","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42072,451,0,56,81,0,0,0,0,12,190,0,0,28,84,605,0,74,0,14,0,68,26,13,49,0,62,124,175,2224,11530.28,0.19288351915144
"060710074033","15000US060710074033","Block Group 3","Block Group 3, Census Tract 74.03, San Bernardino County, California","ca","150","00","ACSSF","0026371",,,,,"06","071",,,,"007403","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37896,339,19,15,41,0,17,51,28,64,0,0,0,0,104,368,0,0,27,0,0,0,0,0,0,0,87,133,121,1426,6537.41,0.218129195965387
"060710074034","15000US060710074034","Block Group 4","Block Group 4, Census Tract 74.03, San Bernardino County, California","ca","150","00","ACSSF","0026372",,,,,"06","071",,,,"007403","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82316,420,42,87,68,0,34,0,0,29,125,0,35,0,0,348,0,30,0,0,92,0,8,42,20,0,22,0,134,1875,6652.476,0.281849954517164
"060710074035","15000US060710074035","Block Group 5","Block Group 5, Census Tract 74.03, San Bernardino County, California","ca","150","00","ACSSF","0026373",,,,,"06","071",,,,"007403","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55341,419,0,85,44,0,40,0,59,28,73,0,0,0,90,272,34,68,0,58,0,0,0,75,0,0,37,0,0,1375,5641.245,0.24374051153905
"060710074041","15000US060710074041","Block Group 1","Block Group 1, Census Tract 74.04, San Bernardino County, California","ca","150","00","ACSSF","0026374",,,,,"06","071",,,,"007404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36575,185,53,51,19,0,0,0,5,0,48,9,0,0,0,94,0,33,0,0,0,0,0,0,0,0,55,0,6,1008,4034.561,0.249841312006079
"060710074042","15000US060710074042","Block Group 2","Block Group 2, Census Tract 74.04, San Bernardino County, California","ca","150","00","ACSSF","0026375",,,,,"06","071",,,,"007404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86343,435,19,108,0,0,0,13,27,69,108,0,0,27,64,262,42,23,0,0,0,14,0,35,29,0,34,29,56,1384,4631.091,0.298849647179832
"060710074043","15000US060710074043","Block Group 3","Block Group 3, Census Tract 74.04, San Bernardino County, California","ca","150","00","ACSSF","0026376",,,,,"06","071",,,,"007404","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88371,86,0,24,0,0,0,0,26,9,27,0,0,0,0,100,9,26,0,0,0,0,0,9,24,0,9,0,23,816,2187.703,0.372994006149835
"060710074044","15000US060710074044","Block Group 4","Block Group 4, Census Tract 74.04, San Bernardino County, California","ca","150","00","ACSSF","0026377",,,,,"06","071",,,,"007404","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42333,156,30,31,0,0,17,7,19,15,10,0,8,0,19,91,15,9,0,9,0,0,0,37,7,0,14,0,0,622,1594.339,0.390130378982451
"060710074045","15000US060710074045","Block Group 5","Block Group 5, Census Tract 74.04, San Bernardino County, California","ca","150","00","ACSSF","0026378",,,,,"06","071",,,,"007404","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79934,183,22,79,0,0,62,0,0,20,0,0,0,0,0,220,73,23,0,8,0,25,3,0,27,0,20,14,27,814,5795.526,0.140453160400743
"060710074071","15000US060710074071","Block Group 1","Block Group 1, Census Tract 74.07, San Bernardino County, California","ca","150","00","ACSSF","0026379",,,,,"06","071",,,,"007407","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21744,235,0,12,0,5,40,20,42,5,60,0,0,16,35,231,0,0,0,7,26,30,0,13,23,17,39,11,65,1061,9298.346,0.114106320183723
"060710074072","15000US060710074072","Block Group 2","Block Group 2, Census Tract 74.07, San Bernardino County, California","ca","150","00","ACSSF","0026380",,,,,"06","071",,,,"007407","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50179,191,27,26,8,6,6,0,0,18,66,12,0,0,22,307,0,18,0,5,12,15,5,22,41,0,48,46,95,1238,4971.094,0.249039763890798
"060710074073","15000US060710074073","Block Group 3","Block Group 3, Census Tract 74.07, San Bernardino County, California","ca","150","00","ACSSF","0026381",,,,,"06","071",,,,"007407","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73636,117,5,32,15,0,5,33,5,8,14,0,0,0,0,185,0,13,0,21,0,19,17,5,14,0,51,29,16,640,4643.324,0.137832298836906
"060710074081","15000US060710074081","Block Group 1","Block Group 1, Census Tract 74.08, San Bernardino County, California","ca","150","00","ACSSF","0026382",,,,,"06","071",,,,"007408","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54350,306,32,38,0,0,9,0,5,51,55,0,0,29,87,380,62,0,0,0,2,72,0,44,0,0,31,62,107,1497,4688.506,0.319291440732544
"060710074082","15000US060710074082","Block Group 2","Block Group 2, Census Tract 74.08, San Bernardino County, California","ca","150","00","ACSSF","0026383",,,,,"06","071",,,,"007408","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31089,501,8,44,104,0,29,0,55,90,113,0,0,0,58,529,15,7,51,27,10,60,0,45,37,0,124,12,141,3299,18079.65,0.182470343491939
"060710074091","15000US060710074091","Block Group 1","Block Group 1, Census Tract 74.09, San Bernardino County, California","ca","150","00","ACSSF","0026384",,,,,"06","071",,,,"007409","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52798,316,52,73,26,0,18,0,11,8,47,0,0,41,40,555,57,8,0,46,19,83,0,56,30,0,62,88,106,2407,9656.23,0.249269108582742
"060710074092","15000US060710074092","Block Group 2","Block Group 2, Census Tract 74.09, San Bernardino County, California","ca","150","00","ACSSF","0026385",,,,,"06","071",,,,"007409","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48750,220,0,16,60,0,0,44,19,23,25,0,6,0,27,552,85,0,0,0,82,81,0,22,10,28,130,45,69,1759,6955.552,0.252891519188506
"060710074093","15000US060710074093","Block Group 3","Block Group 3, Census Tract 74.09, San Bernardino County, California","ca","150","00","ACSSF","0026386",,,,,"06","071",,,,"007409","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72955,811,25,342,37,0,34,0,33,91,179,0,0,9,61,565,40,28,22,18,24,81,0,137,0,0,102,10,103,2813,7404.012,0.37992917341702
"060710074101","15000US060710074101","Block Group 1","Block Group 1, Census Tract 74.10, San Bernardino County, California","ca","150","00","ACSSF","0026387",,,,,"06","071",,,,"007410","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54750,224,35,36,35,12,33,0,36,0,37,0,0,0,0,292,27,15,0,0,0,64,11,26,0,0,27,45,77,1054,4304.769,0.244844763759523
"060710074102","15000US060710074102","Block Group 2","Block Group 2, Census Tract 74.10, San Bernardino County, California","ca","150","00","ACSSF","0026388",,,,,"06","071",,,,"007410","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46019,234,0,86,51,0,11,0,0,0,84,0,0,0,2,294,49,81,0,0,0,27,11,50,34,0,27,0,15,1241,3275.96,0.378820287970446
"060710074103","15000US060710074103","Block Group 3","Block Group 3, Census Tract 74.10, San Bernardino County, California","ca","150","00","ACSSF","0026389",,,,,"06","071",,,,"007410","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32596,752,15,45,0,0,60,16,33,196,213,0,0,93,81,1070,0,88,0,81,75,71,0,150,72,0,93,0,440,3627,14161.11,0.256123966597529
"060710076011","15000US060710076011","Block Group 1","Block Group 1, Census Tract 76.01, San Bernardino County, California","ca","150","00","ACSSF","0026390",,,,,"06","071",,,,"007601","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29776,309,17,46,44,0,24,10,0,73,48,0,0,7,40,409,7,13,0,130,19,9,0,10,0,0,93,0,128,2090,10923.88,0.191324052466652
"060710076012","15000US060710076012","Block Group 2","Block Group 2, Census Tract 76.01, San Bernardino County, California","ca","150","00","ACSSF","0026391",,,,,"06","071",,,,"007601","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22282,293,39,21,19,0,16,69,0,8,74,7,0,27,13,360,0,17,0,36,0,24,0,59,38,9,96,8,73,2118,8016.699,0.264198521383111
"060710076013","15000US060710076013","Block Group 3","Block Group 3, Census Tract 76.01, San Bernardino County, California","ca","150","00","ACSSF","0026392",,,,,"06","071",,,,"007601","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41481,301,11,21,68,0,0,0,7,99,0,0,0,51,44,373,0,0,0,0,0,32,0,13,18,35,124,68,83,1860,4275.205,0.435066880618752
"060710076014","15000US060710076014","Block Group 4","Block Group 4, Census Tract 76.01, San Bernardino County, California","ca","150","00","ACSSF","0026393",,,,,"06","071",,,,"007601","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48750,295,76,40,8,0,45,0,0,50,20,0,0,56,0,420,45,12,0,9,8,40,0,36,29,13,152,0,76,1587,14054.27,0.112919442097801
"060710076031","15000US060710076031","Block Group 1","Block Group 1, Census Tract 76.03, San Bernardino County, California","ca","150","00","ACSSF","0026394",,,,,"06","071",,,,"007603","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52991,271,73,22,79,0,50,0,0,11,27,0,0,0,9,285,0,11,10,26,9,53,0,16,7,0,28,21,104,1325,5280.948,0.250901934680778
"060710076032","15000US060710076032","Block Group 2","Block Group 2, Census Tract 76.03, San Bernardino County, California","ca","150","00","ACSSF","0026395",,,,,"06","071",,,,"007603","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38553,194,13,8,7,0,40,0,10,37,48,0,0,0,31,277,58,0,0,0,0,10,0,23,57,0,19,20,90,1807,12354.54,0.146262067623479
